Model,Pris,Kørte_kilometer,Link_til_bil,scrapedate,Pris_DKK,Pris_med_afgift
VW ID.4 Volkswagen PURE LM18 NAVIPRO SITZH LED ACC CLIMATRONI,24190,66505,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897389867num_on_page3page22search_id56380018titleVWID.4gebrauchtkaufen,2024-11-22,180215.5,225269.375
VW ID.4 Volkswagen Pro 77 GOAL sofort verfügbar,541000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811574052num_on_page5page22search_id56361209titleVWID.4gebrauchtkaufen,2024-11-22,4030450,5038062.5
VW ID.4 Pro Performance IQ.LIGHTAHKPANONAVIWÄRMEPUMPEKAMERA21ZOLL,40799,14800,httpswww.12gebrauchtwagen.decpartnercar_ad_id1849783493num_on_page1page22search_id56380018titleVWID.4gebrauchtkaufen,2024-11-22,303952.55,379940.6875
VW ID.4 Pro Performance WÄRMEAHKIQLACCNAV21,36620,18900,httpswww.12gebrauchtwagen.decpartnercar_ad_id1898889624num_on_page2page22search_id56380018titleVWID.4gebrauchtkaufen,2024-11-22,272819,341023.75
VW ID.4 Elektro Pure NAVLEDRFKKeylessSH,24940,29758,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910173567num_on_page3page22search_id56380018titleVWID.4gebrauchtkaufen,2024-11-22,185803,232253.75
"VW ID.4 Volkswagen Pure Performance Navi, LED, CCS, ACC",353000,39500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1900278660num_on_page4page22search_id56302164titleVWID.4gebrauchtkaufen,2024-11-22,2629850,3287312.5
VW ID.4 Pro Performance Family Navi Pano AHK IQLED ACC PDC SHZ,29490,88573,httpswww.12gebrauchtwagen.decpartnercar_ad_id1883684429num_on_page4page22search_id56380018titleVWID.4gebrauchtkaufen,2024-11-22,219700.5,274625.625
VW ID.4 Pro Performance AHK Navi LED ACC SHZ,37650,26100,httpswww.12gebrauchtwagen.decpartnercar_ad_id1870818756num_on_page1page22search_id56380018titleVWID.4gebrauchtkaufen,2024-11-22,280492.5,350615.625
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,52925,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1699026126num_on_page1page23premiumfalsesearch_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,394291.25,492864.0625
VW ID.4 Volkswagen Pro AHKMassageWPumpeCarPlay360HUDLM,42435,24076,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902278747num_on_page2page23premiumfalsesearch_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,316140.75,395175.9375
VW ID.4 Volkswagen Pure 1GangAuto. ID.Sonderleasing,358000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811589196num_on_page3page23premiumfalsesearch_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,2667100,3333875
VW ID.4 GTX 4M Sportpaket Bluetooth Head Up Display,40980,28056,httpswww.12gebrauchtwagen.decpartnercar_ad_id1699009823num_on_page1page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,305301,381626.25
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,34950,26790,httpswww.12gebrauchtwagen.decpartnercar_ad_id1910328695num_on_page2page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,260377.5,325471.875
VW ID.4 Pro Performance 1st Edition AHKLEDKameraACC,33650,53590,httpswww.12gebrauchtwagen.decpartnercar_ad_id1872896109num_on_page3page23search_id56302182titleVWID.4gebrauchtkaufen,2024-11-22,250692.5,313365.625
VW ID.4 Volkswagen GTX 4M Matrix ACC Pano Navi,36980,28200,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897300351num_on_page3page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,275501,344376.25
VW ID.4 Volkswagen Pro BIS 31.12.,405000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811588975num_on_page1page23search_id56361245titleVWID.4gebrauchtkaufen,2024-11-22,3017250,3771562.5
VW ID.4 Performance Pure 125 kW LEDNavi,24470,51500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1704751158num_on_page1page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,182301.5,227876.875
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,38505,9275,httpswww.12gebrauchtwagen.decpartnercar_ad_id1874414701num_on_page2page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,286862.25,358577.8125
VW ID.4 Volkswagen GTX 4Motion SportKomfortDesignPLUS Pano,38900,34930,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894152272num_on_page3page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,289805,362256.25
VW ID.4 Volkswagen Pro Performance 82 kWh brutto,33790,13429,httpswww.12gebrauchtwagen.decpartnercar_ad_id1889965517num_on_page1page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,251735.5,314669.375
VW ID.4 Volkswagen Elektro Pro Performance AHKMatrixNAVRFK,37940,8997,httpswww.12gebrauchtwagen.decpartnercar_ad_id1880385438num_on_page2page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,282653,353316.25
VW ID.4 Volkswagen Pro Perfor 1st Max Matrix Pano WP 360 HUD,21490,183614,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894707368num_on_page3page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,160100.5,200125.625
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,54550,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1699161653num_on_page4page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,406397.5,507996.875
VW ID.4 Pro Performance 1st Max MatrixLEDPanoSit,35400,27300,httpswww.12gebrauchtwagen.decpartnercar_ad_id1860088583num_on_page1page23search_id56380069titleVWID.4gebrauchtkaufen,2024-11-22,263730,329662.5
VW ID.4 Volkswagen Pro sofort verfügbar,527000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1843124624num_on_page2page23search_id56361245titleVWID.4gebrauchtkaufen,2024-11-22,3926150,4907687.5
VW ID.4,57760,7500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886111774num_on_page1page24premiumfalsesearch_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,430312,537890
VW ID.4 Volkswagen Pro Goal 77 kWh STANDKLIMAAHKDESINGPAKET20,515000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811583270num_on_page2page24premiumfalsesearch_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,3836750,4795937.5
VW ID.4 Volkswagen Pro 8fach IQLIGHT AHK,379000,12400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897197270num_on_page3page24premiumfalsesearch_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,2823550,3529437.5
VW ID.4 GTX PanoMatrixTopSportAssistDCC360MemKam,35970,34487,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905582044num_on_page1page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,267976.5,334970.625
VW ID.4 Volkswagen Pro Performance 1st LED AHK,30870,76031,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897307798num_on_page2page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,229981.5,287476.875
VW ID.4 Volkswagen Pro Performance,393000,6490,httpswww.12gebrauchtwagen.decpartnercar_ad_id1896155821num_on_page3page24search_id56302209titleVWID.4gebrauchtkaufen,2024-11-22,2927850,3659812.5
VW ID.4 Volkswagen Pure 148PS Info NaviCCS,24400,35430,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894157900num_on_page3page24search_id56361293titleVWID.4gebrauchtkaufen,2024-11-22,181780,227225
VW ID.4 Volkswagen GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,701000,17000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1845212063num_on_page1page24search_id56361293titleVWID.4gebrauchtkaufen,2024-11-22,5222450,6528062.5
VW ID.4 Volkswagen Pro Performance 150 kW SHZ Matrix Kamera,37980,6256,httpswww.12gebrauchtwagen.decpartnercar_ad_id1899143828num_on_page1page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,282951,353688.75
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,37935,11534,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902336884num_on_page2page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,282615.75,353269.6875
VW ID.4 Volkswagen Pro Performance IQ.LIGHTAHKDIGITALNAVIK,37498,14400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902343143num_on_page3page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,279360.10000000003,349200.12500000006
VW ID.4 Pro,40000,61100,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811792246num_on_page4page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,298000,372500
VW ID.4 220 kW GTX 4Motion Pano Head Up 360 Kamera,42999,28000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890841523num_on_page1page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,320342.55,400428.1875
VW ID.4 GTX Allrad 220kW ACC Pano Navi Cam LED Keyless,38390,27500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890977458num_on_page2page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,286005.5,357506.875
VW ID.4 Volkswagen GTX PANO AHK WINTERRÄDER GARANTIE,417000,26979,httpswww.12gebrauchtwagen.decpartnercar_ad_id1885173131num_on_page3page24search_id56361293titleVWID.4gebrauchtkaufen,2024-11-22,3106650,3883312.5
VW ID.4 GTX 4MOTION 77 kWhARHuDAHKWärmepumpe,45430,32500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1893262254num_on_page3page24search_id56380144titleVWID.4gebrauchtkaufen,2024-11-22,338453.5,423066.875
VW ID.4 Volkswagen Pro Performance 204PS 77kWh KomfortWärmep,29900,31510,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894157908num_on_page5page24search_id56361293titleVWID.4gebrauchtkaufen,2024-11-22,222755,278443.75
VW ID.4 Volkswagen Pro 1st First Edition AHK WR,39698,47500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873760252num_on_page1page25premiumfalsesearch_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,295750.10000000003,369687.62500000006
VW ID.4 Pure 125kW 1Gang Automatik 4 Türen,24590,40931,httpswww.12gebrauchtwagen.decpartnercar_ad_id1860092827num_on_page2page25premiumfalsesearch_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,183195.5,228994.375
"VW ID.4 Volkswagen Pure Performance Navi, LED, CCS, ACC",352000,39500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901254732num_on_page3page25premiumfalsesearch_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,2622400,3278000
VW ID.4 Pro AHK Navi LED Kamera PDC LM Tempo Pro,55975,15,httpswww.12gebrauchtwagen.decpartnercar_ad_id1695468157num_on_page1page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,417013.75,521267.1875
VW ID.4 Volkswagen BEV Pro Automatik,31459,24909,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902261109num_on_page2page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,234369.55000000002,292961.9375
VW ID.4 Volkswagen Performance Pro LED Navi AHK 21 Zoll ACC,37990,16418,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894439986num_on_page3page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,283025.5,353781.875
VW ID.4 Volkswagen Pro Performance AHKPanodachCamLED,40490,14000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886812159num_on_page4page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,301650.5,377063.125
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,66017,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1908039814num_on_page1page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,491826.65,614783.3125
VW ID.4 Volkswagen Pure BIS 31.12.,329000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811587268num_on_page2page25search_id56361362titleVWID.4gebrauchtkaufen,2024-11-22,2451050,3063812.5
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,55875,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1838036654num_on_page2page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,416268.75,520335.9375
VW ID.4 Volkswagen PURE PERFORMANCE NAVI AHK LED,23880,64409,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901524024num_on_page3page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,177906,222382.5
VW ID.4 Pure Performance Goal,50678,8,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903321626num_on_page4page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,377551.10000000003,471938.87500000006
VW ID.4 Volkswagen GOAL Sondermodell sofort verfügbar gewerblich,479000,1,httpswww.12gebrauchtwagen.decpartnercar_ad_id1859821027num_on_page1page25search_id56361362titleVWID.4gebrauchtkaufen,2024-11-22,3568550,4460687.5
VW ID.4 Volkswagen Pure Performance 52 kWh 125 kW Pure Pure,27990,29518,httpswww.12gebrauchtwagen.decpartnercar_ad_id1874178301num_on_page1page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,208525.5,260656.875
VW ID.4 Pro 210 kW Move Navi LED ACC El. Heckklappe Apple CarPlay,49883,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1811421836num_on_page2page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,371628.35000000003,464535.43750000006
VW ID.4 GOAL Navi LED Kamera PDC LM Tempo Klima,49320,15,httpswww.12gebrauchtwagen.decpartnercar_ad_id1841485683num_on_page3page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,367434,459292.5
VW ID.4 Volkswagen 150 kW Pro Performance,40995,11500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897324091num_on_page4page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,305412.75,381765.9375
VW ID.4 Volkswagen Pro PanoMatrixNaviKamera3DLEDAHK19,29330,68088,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897431525num_on_page1page25search_id56380199titleVWID.4gebrauchtkaufen,2024-11-22,218508.5,273135.625
VW ID.4 1st MAX MATRIX NAVI WÄRMEPUMPE PANO AHK,35590,18501,httpswww.12gebrauchtwagen.decpartnercar_ad_id1886096985num_on_page1page26premiumfalsesearch_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,265145.5,331431.875
VW ID.4 Volkswagen Pure InfoNavi,24600,33290,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894141658num_on_page2page26premiumfalsesearch_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,183270,229087.5
VW ID.4 Volkswagen GTX 4Mo. AHK PANO KAMERA inkl. Winterräder,449000,26000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907180389num_on_page3page26premiumfalsesearch_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,3345050,4181312.5
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI AHK ACC,473000,18511,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907197774num_on_page1page26search_id56361411titleVWID.4gebrauchtkaufen,2024-11-22,3523850,4404812.5
VW ID.4 Volkswagen Pro Performance NAVI PANO AHK LED,440000,19088,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907181362num_on_page2page26search_id56361411titleVWID.4gebrauchtkaufen,2024-11-22,3278000,4097500
VW ID.4 Volkswagen Pro Performance NAVI AHK ACC LED,405000,11919,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907187137num_on_page3page26search_id56361411titleVWID.4gebrauchtkaufen,2024-11-22,3017250,3771562.5
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI ACC LED,480000,29698,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907193579num_on_page4page26search_id56361411titleVWID.4gebrauchtkaufen,2024-11-22,3576000,4470000
VW ID.4 Volkswagen ID.4Pro77kWh,45500,12000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897475674num_on_page1page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,338975,423718.75
VW ID.4 Volkswagen Family 77 kWh 150 kW Family,23200,115000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1889576177num_on_page1page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,172840,216050
VW ID.4 Pro Performance AHK Navi LED ACC SHZ Kamera,38760,17100,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888314768num_on_page2page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,288762,360952.5
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,53550,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1891063306num_on_page3page26search_id56361411titleVWID.4gebrauchtkaufen,2024-11-22,398947.5,498684.375
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,38675,12032,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902430802num_on_page3page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,288128.75,360160.9375
VW ID.4 Volkswagen GTX 4Motion 1GangAutomatik,463000,21632,httpswww.12gebrauchtwagen.decpartnercar_ad_id1859836306num_on_page5page26search_id56302274titleVWID.4gebrauchtkaufen,2024-11-22,3449350,4311687.5
VW ID.4 GTX mit EntertainmentPaket 4Motion,48850,9500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1907963308num_on_page1page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,363932.5,454915.625
VW ID.4 Volkswagen Performance UpgradePro 1st Max,32450.000000000004,70000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897640689num_on_page2page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,241752.50000000003,302190.62500000006
VW ID.4 PRO PERFORMANCE LM19 KAMERA IQ.LIGHT NAVI,30250,56376,httpswww.12gebrauchtwagen.decpartnercar_ad_id1890867751num_on_page3page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,225362.5,281703.125
VW ID.4 Volkswagen Pro AHK Matrix 5J.Gar. ACC KeyLess Navi LM,39625,20000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1873770091num_on_page4page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,295206.25,369007.8125
VW ID.4 Pro Performance NAVI LED ACC PDC,27670,45409,httpswww.12gebrauchtwagen.decpartnercar_ad_id1875171894num_on_page1page26search_id56380238titleVWID.4gebrauchtkaufen,2024-11-22,206141.5,257676.875
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,39205,8232,httpswww.12gebrauchtwagen.decpartnercar_ad_id1874417926num_on_page1page27premiumfalsesearch_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,292077.25,365096.5625
VW ID.4 Volkswagen Pro Performance 150 kW 77kWh,27650,41293,httpswww.12gebrauchtwagen.decpartnercar_ad_id1905824229num_on_page2page27premiumfalsesearch_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,205992.5,257490.625
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh,56155,10,httpswww.12gebrauchtwagen.decpartnercar_ad_id1859928121num_on_page3page27premiumfalsesearch_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,418354.75,522943.4375
VW ID.4 Volkswagen Pro Performance,41995,25500,httpswww.12gebrauchtwagen.decpartnercar_ad_id1897379197num_on_page1page27search_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,312862.75,391078.4375
VW ID.4 Pro Performance AHKKameraNavi,37490,12040,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903329436num_on_page2page27search_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,279300.5,349125.625
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI AHK ACC,473000,18511,httpswww.12gebrauchtwagen.decpartnercar_ad_id1908034126num_on_page3page27search_id56361477titleVWID.4gebrauchtkaufen,2024-11-22,3523850,4404812.5
VW ID.4 Volkswagen Pro Performance NAVI AHK ACC LED,405000,11919,httpswww.12gebrauchtwagen.decpartnercar_ad_id1908032616num_on_page4page27search_id56361477titleVWID.4gebrauchtkaufen,2024-11-22,3017250,3771562.5
VW ID.4 Volkswagen GTX 4MOTION PANO NAVI ACC LED,480000,29698,httpswww.12gebrauchtwagen.decpartnercar_ad_id1908033573num_on_page5page27search_id56361477titleVWID.4gebrauchtkaufen,2024-11-22,3576000,4470000
VW ID.4 Volkswagen Pro Performance NAVI PANO AHK LED,440000,19088,httpswww.12gebrauchtwagen.decpartnercar_ad_id1908030869num_on_page1page27search_id56361477titleVWID.4gebrauchtkaufen,2024-11-22,3278000,4097500
VW ID.4 Volkswagen GTX 4Mo. AHK PANO KAMERA inkl. Winterräder,449000,26000,httpswww.12gebrauchtwagen.decpartnercar_ad_id1908030446num_on_page2page27search_id56361477titleVWID.4gebrauchtkaufen,2024-11-22,3345050,4181312.5
VW ID.4 PURE PERFORMANCE NAVI AHK LED,24530,64409,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901245533num_on_page3page27search_id56302304titleVWID.4gebrauchtkaufen,2024-11-22,182748.5,228435.625
VW ID.4 Volkswagen Pro ACCLMSport3xKlimaSoundSysKeyLess,40075,9615,httpswww.12gebrauchtwagen.decpartnercar_ad_id1894248698num_on_page1page27search_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,298558.75,373198.4375
VW ID.4 PURE FAHRSCHULAUSSTATTUNG KAMERA NAVI,25050,31707,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888303594num_on_page2page27search_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,186622.5,233278.125
VW ID.4 Pro Performance Wärmepumpe LEDNaviACC,29630,44071,httpswww.12gebrauchtwagen.decpartnercar_ad_id1839697668num_on_page1page27search_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,220743.5,275929.375
VW ID.4 Volkswagen GTX 4Motion 1GangAutomatik,463000,21632,httpswww.12gebrauchtwagen.decpartnercar_ad_id1903493767num_on_page3page27search_id56361477titleVWID.4gebrauchtkaufen,2024-11-22,3449350,4311687.5
VW ID.4 Pro Performance IQ.LightMatrix Navi AHK Kamera DAB SHZ,39870,23640,httpswww.12gebrauchtwagen.decpartnercar_ad_id1861664772num_on_page2page27search_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,297031.5,371289.375
VW ID.4 Volkswagen Pro 8fach IQLIGHT AHK,379000,12400,httpswww.12gebrauchtwagen.decpartnercar_ad_id1896156247num_on_page5page27search_id56361477titleVWID.4gebrauchtkaufen,2024-11-22,2823550,3529437.5
VW ID.4 Pro Performance AHK LED ACC Klima SHZ Kamera,38760,21370,httpswww.12gebrauchtwagen.decpartnercar_ad_id1888364317num_on_page1page27search_id56380307titleVWID.4gebrauchtkaufen,2024-11-22,288762,360952.5
VW ID.4 Volkswagen Pro Performance Matrix Keyless Rfk WiRä,30889,29997,httpswww.12gebrauchtwagen.decpartnercar_ad_id1902514548num_on_page1page28premiumfalsesearch_id56380344titleVWID.4gebrauchtkaufen,2024-11-22,230123.05000000002,287653.8125
VW ID.4 PURE PERFORMANCE NAVI AHK LED,24530,64409,httpswww.12gebrauchtwagen.decpartnercar_ad_id1901184326num_on_page2page28premiumfalsesearch_id56380344titleVWID.4gebrauchtkaufen,2024-11-22,182748.5,228435.625
VW ID.4 Pro GOAL 286PS 77 kWh 1GangAutomatik,56155,0,httpswww.12gebrauchtwagen.decpartnercar_ad_id1860086109num_on_page3page28premiumfalsesearch_id56380344titleVWID.4gebrauchtkaufen,2024-11-22,418354.75,522943.4375
