Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil,car_id
289.900 kr.,VW ID.4Pro 5d,"6/2023, 5.000 km, 531 km rækkevidde, El","️ID.4 Pro. . ️SCALE SILVER METALLIC. . ️523 km i WLTP rækkevidde . . ️ OPLADNING MOTOR Op til 11 KW AC 135KW DC, 77 kWh batteri netto CCS ladedåse til europæiske ladenetværk inkl. lynladere. . . ️Highlights . Adaptiv fartpilot . Parkeringssensor . Bakkamera . Lane Assist. ErgoActive sæder foran med eljustering, memory funktion . . ️Vi tilbyder . Kontant køb . Finansiering . . ️Kontakt os gerne for tilbud . ️97 26 87 77 . salgvwherning.dk . . ️GOsafee Garanti tilbydes Nordens førende mest omfattende brugtvognsgaranti. . 24 mdr. kr. 6.375, . 36 mdr. kr. 8.250, . 48 mdr. kr. 10.125, . . ️UDSTYR . aut., 19 alufælge, fuldaut. klima, auto. nedbl. bakspejl, udv. temp. måler, sædevarme, el indst. førersæde m. memory, 4x elruder, elklapbare sidespejle, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, led kørelys, skiltegenkendelse, navigation, usb tilslutning, vognbaneassistent. . ️ VI TILBYDER . Bilen kan leveres med 1 måneds gratis Volkswagen Forsikring . Fornuftig billig finansiering via Volkswagen Financial Services kontakt os gerne for beregning . . For fremvisning, ring gerne i forvejen. . . Velkommen hos Auto Group Nordvest Herning . . Vi tager forbehold for fejl.","Herning, Vestjylland",id2763,Detaljer,"Tjelevej 16-20,  Tjørring, 7400 Herning",CVR-nr.: 37646962,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6272012,6272012
279.900 kr.,VW ID.4Pro Performance Max 5d,"7/2021, 62.000 km, 506 km rækkevidde, El","Elektrisk rækkevidde km 490 WLTP , Batteri 82 KWH, Varmepumpe, glastag, aut., 21 alufælge, nøglefri betjening, adaptiv undervogn, DCC Undervogn, svingbart træk manuel, el indst. 2 sæde m. memory, sædevarme, varme i forrude, startspærre, infocenter, kørecomputer, elklapbare sidespejle m. varme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, el betjent bagklap, dæktryksmåler, skiltegenkendelse, navigation, multifunktionsrat, bluetooth, musikstreaming via bluetooth, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, læderrat, læderindtræk, 1 ejer, ikke ryger, mørktonede ruder i bag, tonede ruder, servo, esp, abs, vognbaneassistent, 8 airbags, led kørelys, fuld led forlygter Matrix LED , fjernlysassistent, automatisk lys, el komfortsæder, regnsensor, headup display, tagræling, service ok, automatisk nødbremsesystem","Haderslev, Syd- og Sønderjylland",id2035,Detaljer,"Gammel Christiansfeldvej 74, 6100 Haderslev",CVR-nr.: 25732979,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-max-5d/6272011,6272011
259.000 kr.,VW ID.4Pro Performance 1ST Max 5d,"4/2021, 76.000 km, 490 km rækkevidde, El","Én ejer.. Farve Mangan Gray Metallic Black. Sæder Platinum GreyBrown. . . 19 vinterdæk og fælge, samt 19 sommerdæk og fælge . Adaptiv fartpilot . Batteri på 77kWh Netto. Bagklap med elbetjening samt Easy openclose . Bakkamera. AppConnect inkl. Wireless Apple Carplay og Android Auto. Climatronic Klimaanlæg 3 zoner. Førersæde med massage og automatisk højdeindstilling. Infotainment Touchskærm. Lane Assist. LED forlygter. LED baglygter. Multifunktionsrat. Parkeringssensorer. Panoramaglastag med solskærm. Svingbart anhængertræk. Vejskiltegenkendelse. Varmepumpe. Du er velkommen til at ringe efter nærmere info på tlf. 20906104","Charlottenlund, København",NA,Detaljer,"Slotsvej 84 B, 2920 Charlottenlund",NA,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6356974,6356974
389.995 kr.,VW ID.4Style 5d,"6/2024, 9.000 km, 538 km rækkevidde, El","Grenadilla Black Metallic. Anhængertræk med svingbar krog og elfrigørelse. Bakkamera inkl. 360 gr. Area View. Climatronic klimaanlæg med 2 zoner og Air Care. Multifunktionsrat med varme. Isofix. Forsæder med indstillelig varme. Forrude opvarmelig, lyddæmpet og infrarød reflekterende. Tonede ruder bag med 65 lysabsorbering. Nøglefri betjening Advanced. Bagklap med elbetjening samt Easy openclose funktion. Travel assist inkl. Lane Assist, TrafficJam Assist og Emergency Assist. Sidespejle elklapbare og elopvarmeligem. sænkning af sidespejlet i passagersiden. Dæktrykskontrolsystem. Navigation Discover Pro. PreCrash forbereder personer i bilen på en mulig ulykke ved at stramme seler og lukker ruder. Blind Spot sensor inkl. Rear Traffic Alert og exit warning system. Dynamic Light Assist. LED Matrix forlygter IQ.Light. Forsæder m. eljusterbar lændestøtte samt massagefunktion. Front assist inkl. City Emergency Brake med fodgænger og cykel overvågning. Regnsensor. Varmepumpe. Mobiltelefonforberedelse Comfort med induktiv opladning. AppConnect inkl. Wireless Apple Carplay og Android Auto. Ambientebelysning i 30 farver","Svendborg, Fyn",id20368,Detaljer,"Englandsvej 1, 5700 Svendborg",CVR-nr.: 44322560,https://www.bilbasen.dk/brugt/bil/vw/id4/style-5d/6371623,6371623
229.900 kr.,VW ID.4Pro Performance 1ST Max 5d,"5/2021, 129.000 km, 490 km rækkevidde, El","Hos Bilgo i Køge Pæn og velholdt VW ID.4 Pro Performance 1st Max. med massere af udstyr.. Ring for fremvisning . . Rækkevide 490 km WLTP. Motor 77 kWh Netto. Opladning 080 på 38 minutter. . Udvalgt udstyr. Svingbart anhængertræk. Adaptiv fartpilot. Matrix Led forlygter. Head up display. Glastag. 360 kamera. Massage i forsæder. EL forsæder med memory. Navigation. 21 alufælge. Apple Carplay Android Auto. Varme i rat sæder. Bakkamera. Parkeringssensor for og bag. Varme i forruden. Blindvinkelsassistent. . . Vi tilbyder attraktive finansiering med og uden udbetaling til en lav rente.. Vi tager gerne biler i bytte.. Kontakt os på Tlf. 5665 0272 Eller skriv til os på mail salgbilgo.dk. Kom ud og besøg vores forretning på Valdemarshaab 6C, 4600 Køge . Åbningstider i salgsafdelingen Mandag til Fredag 0918. Lørdag Søndag 1016. Se alle vores biler på www.bilgo.dk. . . . Øvrige udstyr. aut, aut., 21 alufælge, varme i rat, fuldaut. klima, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, varme i forrude, udv. temp. måler, regnsensor, sædevarme, højdejust. førersæde, 4x elruder, elspejle mvarme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, træthedsregistrering, skiltegenkendelse, android auto, apple carplay, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, armlæn, isofix, kopholder, læderrat, led kørelys, airbag, abs, antispin, esp, servo, vognbaneassistent, automatisk nødbremsesystem, mørktonede ruder i bag, svingbart træk elektrisk","Køge, Syd- og Vestsjælland",id1610,Detaljer,"Valdemarshaab 6C, 4600 Køge",CVR-nr.: 15788038,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6173584,6173584
299.800 kr.,VW ID.4Pro Performance Life Plus 5d,"11/2023, 4.800 km, 531 km rækkevidde, El","Udvidet Fuld fabriksgaranti fra VW på hele bilen til 112028 eller 100.000km medfølger UB Værdi kr. 14995, . . BEMÆRK. Fuld led forlygter. IQ sportskabine i dellæder. 19 Alufælge. Parkeringssensor forbag bakkamera. Navigation. Trådløs Apple carplay Android auto. Digitalt cockpit. Bluetooth til håndfri telefon musikstreaming. Komforttelefoni med LTE og Trådløs opladning. Lædermultifunktionsrat, elopvarmet. Adaptiv fartpilot. Vognbaneassistent. Varme i rat. . 77kwh batteri. Type 2 CCS stik til hurtig opladning. . ØVRIG BESKRIVELSE. multifunktionsrat, 2 zone klima, auto. nedbl. bakspejl, regnsensor, sædevarme, udv. temp. måler, infocenter, kørecomputer, nøglefri betjening, 4x elruder, elklapbare sidespejle m. varme, højdejust. forsæder, trådløs mobilopladning, usb tilslutning, armlæn, isofix, kopholder, læderrat, splitbagsæde, led kørelys, automatisk lys, esp, antispin, abs, servo, automatisk nødbremsesystem, mørktonede ruder i bag, service ok. . Vi tager alle biler i bytte samt kan tilbyde billig finansiering med uden udbetaling og oftest billigere end egen bank.. . Der kan tegnes garanti forsikring på denne bil.. . Mangler bilen lige det sidste Vi kan være behjælpelige med eftermontering af div. ekstraudstyr som Træk, Apple carplayAndroid auto, alufælge mm.. . Manfre 09.0017.30. Lør Lukket.. Sønhelligdage 11.0016.00. . Vi tager forbehold for tryk og tastefejl.. . Kontakt os for mere info på Infonielsbiler.dk eller på tlf35125959","Taastrup, København",id9531,Detaljer,"Rugvænget 32b, 2630 Taastrup",CVR-nr.: 33067607,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-plus-5d/6348404,6348404
308.900 kr.,VW ID.4Pro Performance Life Plus 5d,"11/2023, 1.200 km, 531 km rækkevidde, El","Udvidet Fuld fabriksgaranti fra VW på hele bilen til 112028 eller 100.000km medfølger UB Værdi kr. 14995, . . BEMÆRK. Fuld led forlygter. IQ sportskabine i dellæder. 19 Alufælge. Parkeringssensor forbag bakkamera. Navigation. Trådløs Apple carplay Android auto. Digitalt cockpit. Bluetooth til håndfri telefon musikstreaming. Komforttelefoni med LTE og Trådløs opladning. Lædermultifunktionsrat, elopvarmet. Adaptiv fartpilot. Vognbaneassistent. Varme i rat. . 77kwh batteri. Type 2 CCS stik til hurtig opladning. . ØVRIG BESKRIVELSE. multifunktionsrat, 2 zone klima, auto. nedbl. bakspejl, regnsensor, sædevarme, udv. temp. måler, infocenter, kørecomputer, nøglefri betjening, 4x elruder, elklapbare sidespejle m. varme, højdejust. forsæder, trådløs mobilopladning, usb tilslutning, armlæn, isofix, kopholder, læderrat, splitbagsæde, led kørelys, automatisk lys, esp, antispin, abs, servo, automatisk nødbremsesystem, mørktonede ruder i bag, service ok. . Vi tager alle biler i bytte samt kan tilbyde billig finansiering med uden udbetaling og oftest billigere end egen bank.. . Der kan tegnes garanti forsikring på denne bil.. . Mangler bilen lige det sidste Vi kan være behjælpelige med eftermontering af div. ekstraudstyr som Træk, Apple carplayAndroid auto, alufælge mm.. . Manfre 09.0017.30. Lør Lukket.. Sønhelligdage 11.0016.00. . Vi tager forbehold for tryk og tastefejl.. . Kontakt os for mere info på Infonielsbiler.dk eller på tlf35125959","Taastrup, København",id9531,Detaljer,"Rugvænget 32b, 2630 Taastrup",CVR-nr.: 33067607,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-plus-5d/6348398,6348398
308.900 kr.,VW ID.4Pro Performance Life Plus 5d,"11/2023, 2.400 km, 531 km rækkevidde, El","Udvidet Fuld fabriksgaranti fra VW på hele bilen til 112028 eller 100.000km medfølger UB Værdi kr. 14995, . . BEMÆRK. Fuld led forlygter. IQ sportskabine i dellæder. 19 Alufælge. Parkeringssensor forbag bakkamera. Navigation. Trådløs Apple carplay Android auto. Digitalt cockpit. Bluetooth til håndfri telefon musikstreaming. Komforttelefoni med LTE og Trådløs opladning. Lædermultifunktionsrat, elopvarmet. Adaptiv fartpilot. Vognbaneassistent. Varme i rat. . 77kwh batteri. Type 2 CCS stik til hurtig opladning. . ØVRIG BESKRIVELSE. multifunktionsrat, 2 zone klima, auto. nedbl. bakspejl, regnsensor, sædevarme, udv. temp. måler, infocenter, kørecomputer, nøglefri betjening, 4x elruder, elklapbare sidespejle m. varme, højdejust. forsæder, trådløs mobilopladning, usb tilslutning, armlæn, isofix, kopholder, læderrat, splitbagsæde, led kørelys, automatisk lys, esp, antispin, abs, servo, automatisk nødbremsesystem, mørktonede ruder i bag, service ok. . Vi tager alle biler i bytte samt kan tilbyde billig finansiering med uden udbetaling og oftest billigere end egen bank.. . Der kan tegnes garanti forsikring på denne bil.. . Mangler bilen lige det sidste Vi kan være behjælpelige med eftermontering af div. ekstraudstyr som Træk, Apple carplayAndroid auto, alufælge mm.. . Manfre 09.0017.30. Lør Lukket.. Sønhelligdage 11.0016.00. . Vi tager forbehold for tryk og tastefejl.. . Kontakt os for mere info på Infonielsbiler.dk eller på tlf35125959","Taastrup, København",id9531,Detaljer,"Rugvænget 32b, 2630 Taastrup",CVR-nr.: 33067607,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-plus-5d/6348402,6348402
308.900 kr.,VW ID.4Pro Performance Life Plus 5d,"11/2023, 3.600 km, 531 km rækkevidde, El","Udvidet Fuld fabriksgaranti fra VW på hele bilen til 112028 eller 100.000km medfølger UB Værdi kr. 14995, . . BEMÆRK. Fuld led forlygter. IQ sportskabine i dellæder. 19 Alufælge. Parkeringssensor forbag bakkamera. Navigation. Trådløs Apple carplay Android auto. Digitalt cockpit. Bluetooth til håndfri telefon musikstreaming. Komforttelefoni med LTE og Trådløs opladning. Lædermultifunktionsrat, elopvarmet. Adaptiv fartpilot. Vognbaneassistent. Varme i rat. . 77kwh batteri. Type 2 CCS stik til hurtig opladning. . ØVRIG BESKRIVELSE. multifunktionsrat, 2 zone klima, auto. nedbl. bakspejl, regnsensor, sædevarme, udv. temp. måler, infocenter, kørecomputer, nøglefri betjening, 4x elruder, elklapbare sidespejle m. varme, højdejust. forsæder, trådløs mobilopladning, usb tilslutning, armlæn, isofix, kopholder, læderrat, splitbagsæde, led kørelys, automatisk lys, esp, antispin, abs, servo, automatisk nødbremsesystem, mørktonede ruder i bag, service ok. . Vi tager alle biler i bytte samt kan tilbyde billig finansiering med uden udbetaling og oftest billigere end egen bank.. . Der kan tegnes garanti forsikring på denne bil.. . Mangler bilen lige det sidste Vi kan være behjælpelige med eftermontering af div. ekstraudstyr som Træk, Apple carplayAndroid auto, alufælge mm.. . Manfre 09.0017.30. Lør Lukket.. Sønhelligdage 11.0016.00. . Vi tager forbehold for tryk og tastefejl.. . Kontakt os for mere info på Infonielsbiler.dk eller på tlf35125959","Taastrup, København",id9531,Detaljer,"Rugvænget 32b, 2630 Taastrup",CVR-nr.: 33067607,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-life-plus-5d/6348400,6348400
364.900 kr.,VW ID.4Pro 5d,"3/2024, 6.000 km, 525 km rækkevidde, El","BLACK NOVEMBER BESPARELSE ..15.000, KR. FÅ GRATIS INSTALLATIONS LADELØSNING MED I PRISEN PÅ ALLE ELHYBRID BILER . ID.4 PRO PERFORMANCE 286 HK 77KWH 2024 MODEL. . UDSTYR DER ER VÆRD AT BEMÆRKE.. . 2024. KOMFORTPAKKE . ASSISTENTPAKKE. VARMEPUMPE. ADAPTIV FARTPILOT. NØGLEFRI ADGANG. ANHÆNGERTRÆK MAN. SVINGBART. TOUCHSKÆRM MED NAVI DAB. VARME I RAT. ELKLAPBARE SIDESPEJLE. METALLAK MOONSTONE GREY. APPLE CARPLAY ANDROID AUTO. DIGITAL INSTRUMENTERING. TRÅDLØS APPLE CARPLAY. NØGLEFRI STARTSTOP. FULD LED FORLYGTER. . Hos Sølvsten tilbyder vi altid. . Attraktive finansieringsmuligheder både med og uden udbetaling . Skarpe forsikringstilbud . Vi byder på alle biler Uanset alder, kilometer og mærke . . Kontakt eller besøg os her . 87 25 51 00 . www.soelvsten.dk. kontaktsoelvsten.dk . Lundborgvej 12, 8800 Viborg. . Opvarmelig forrude, Forsæder med indstillelig varme, 19 Letmetalfælge, Climatronic klimanlæg 2 zoner, 2FT Multifunktionslæderrat med varme, 125 kW DC opladning, WPU Varmepumpe, Thermostyring, C2C2 Moonstone Grå, 1M6 Anhængertræk, svingbart med elfrigørelse, PA2 Designpakke, RD0 Multimedia pakke, PAC Interiørpakke Style Grey, aut., alu., 19 alufælge, varme i rat, airc., fuldaut. klima, 2 zone klima, nøglefri betjening, fartpilot, regnsensor, auto. nedbl. bakspejl, sædevarme, højdejust. forsæder, højdejust. førersæde, 4x elruder, elspejle, elruder, elklapbare sidespejle, elklapbare sidespejle m. varme, elspejle mvarme, bakkamera, parkeringssensor bag, parkeringssensor for, adaptiv fartpilot, automatisk startstop, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, digitalt cockpit, android auto, apple carplay, internet, trådløs mobilopladning, armlæn, isofix, stofindtræk, dellæder, kopholder, læderrat, fuld led forlygter, airbag, servo, vognbaneassistent, blindvinkelsassistent, automatisk nødbremsesystem, service ok, ikke ryger, træk, udv. temp. måler, aftag. træk, svingbart træk manuel","Viborg, Østjylland",id2590,Detaljer,"Lundborgvej  12, 8800 Viborg",CVR-nr.: 27365698,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-5d/6127714,6127714
239.000 kr.,VW ID.4Pro Performance 5d,"9/2021, 75.000 km, 509 km rækkevidde, El","𝐀𝐥𝐭𝐢𝐝 𝐛𝐫𝐞𝐝𝐭 𝐮𝐝𝐯𝐚𝐥𝐠 𝐚𝐟 𝐞𝐥𝐛𝐢𝐥𝐞𝐫 . Find alle vores VW ID.4er samt andre elbiler på www.autos.dk ️. ______________________. 𝗛𝗶𝗴𝗵𝗹𝗶𝗴𝗵𝘁𝘀 ekstraudstyr. Panorama Glastag. Sædevarme 3tins justerbar. IQLight Matrix Lygter. Parkeringssensor For Bag. 2 Zonet Klimaanlæg. Digitalt Cockpit. Ratvarme. Navigation Apple CarplayAndroid Auto. 𝑽𝑨𝑹𝑴𝑬𝑷𝑼𝑴𝑷𝑬 ️. ______________________. Supplerende udstyrsdetaljer. Mulighed for kabinevarmer med timerfunktion og fjernstyring via VW App. 19 Alufælge. Ambiente belysning. Mørk himmel i kabinen. DAB radio. USBC tilslutning. Sædevarme 3trins justerbar. Varme i rattet. PDC Parkeringssensor foran bag. MultifunktionsLæderrat 3eget. Infocenter Kørecomputer. Kopholdere. Højdejust. forsæder. Apple CarplayAndroid Auto. Armlæn foran og bag. Elruder foran og bag. Splitbagsæde Isofixbeslag til barnestole. KomfortblinkfunktionHvide blink. RegnsensorLyssensor. Elektrisk indklappeligejusterbare sidespejle m. varme. Elektrisk håndbremse. DriveModeSelect Eco, Comfort, Sport, Individual. ________________________. Grunddata Historik. VW ID.4 Pro Performance. 1.reg.dato 03.09.2021. Farver Blåmetallic Mørk flerfarvet kabine. _______________________. . 𝐍𝐮𝐦𝐦𝐞𝐫𝐩𝐥𝐚𝐝𝐞𝐫 inkluderet i bilens annoncerede pris. 𝐆𝐫𝐚𝐭𝐢𝐬 Klargøringsomkostninger på alle detailbiler. Professionel kosmetisk klargjort bil, selvom du ikke betaler for det.. 𝐅𝐢𝐧𝐚𝐧𝐬𝐢𝐞𝐫𝐢𝐧𝐠 både med og uden udbetaling, TIL GODE VILKÅR.. 𝐆𝐨𝐒𝐚𝐟𝐞 𝐓𝐫𝐲𝐠𝐡𝐞𝐝𝐬𝐩𝐚𝐤𝐤𝐞 Garantidækning 1248 mdr.200.000km Priser man IKKE bør sige nej til. 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 fremvisning og Facetime Videogennemgang. 𝐒𝐞𝐫𝐯𝐢𝐜𝐞𝐚𝐟𝐭𝐚𝐥𝐞 Landsdækkende kan tilbydes til denne bil.. . 𝐋𝐞𝐯𝐞𝐫𝐢𝐧𝐠 𝐭𝐢𝐥 𝐝𝐢𝐧 𝐚𝐝𝐫𝐞𝐬𝐬𝐞 med autotransport Jylland kr. 1.499, SjællandBrofaste øer kr. 1.995, Lev.tid 45 arbejdsdage fra betalingindregistrering. Evt byttebil tages med retur af transportselskabet.. _______________________. 𝐊𝐨𝐧𝐭𝐚𝐤𝐭 𝐨𝐬 𝐢𝐝𝐚𝐠. Autos.dk AS 82 82 82 05 www.autos.dk salgautos.dk Priorsvej 7A 8600 Silkeborg. Åbningstider. Mandagfredag 09.0017.00. Lørdag Lukket.. Søndag 11.0014.00. . 𝐈𝐧𝐝𝐞𝐧 𝐛𝐞𝐬𝐢𝐠𝐭𝐢𝐠𝐞𝐥𝐬𝐞 er det altid en god idé at ringe i forvejen, så vi sikrer du ikke kører forgæves. . . ️ 𝐃𝐞𝐫 𝐭𝐚𝐠𝐞𝐬 𝐟𝐨𝐫𝐛𝐞𝐡𝐨𝐥𝐝 𝐟𝐨𝐫 𝐟𝐞𝐣𝐥 𝐨𝐠 𝐦𝐚𝐧𝐠𝐥𝐞𝐫 𝐢 𝐚𝐧𝐧𝐨𝐧𝐜𝐞𝐧, samt mellemsalg og ændringer uden varsel.","Silkeborg, Østjylland",id12213,Detaljer,"Priorsvej 7, 8600 Silkeborg",CVR-nr.: 39030152,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6351034,6351034
300.000 kr.,VW ID.4Life 5d,"7/2024, 6.000 km, 359 km rækkevidde, El","Flot ID.4 Life med svingbart træk og varmepumpe til omgående levering.. . Rækkevidde WLTP 360 km 52 kWh batteri, garanti på batteri 8 år eller 160.000 km 145 KW DCopladning.. . Bemærk ekstra udstyr på denne bil.. . Scale Silver Metallic. Komfortpakke Climatronic klimaanlæg med 2 zoner og Air Care Forrude opvarmelig, lyddæmpet og infrarød reflekterende, forsæder med indstillelig varme, 2 USBC indgange for og 2 USBC ladestik bag. Interiørpakke Style Ambientebelysning i 30 farver, bagsæderyglæn asymmetrisk delt 6040 med skiklap og midterarmlæn med kopholdere, forsæder med højdeindstilling, indtræk i ArtVelour microfleece, pedaler m. play og pause symboler samt fodstøtte i børstet ædelstål. Assistentpakke Bakkamera, ambientebelysning ved dørhåndtag, nøglefri betjening Advanced, tyverialarm, PreCrash og Park Assist. Multimediapakke Navigation Discover Pro og mobiltelefonforberedelse Comfort med induktiv opladning. Anhængertræk med svingbar krog og elfrigørelse til 1000 KG. Mørktonede ruder bag. . Udvalgt standardudstyr. Fuldautomatisk klimaanlæg, LED forlygter, LED baglygter, Varmepumpe inkl. app styring, AppConnect inkl. Wireless Apple Carplay og Android Auto, Adaptiv fartpilot, Lane Assist, Nøglefri betjening, DAB modtager, Multifunktionslæderrat m varme, Automatisk nedblændeligt bakspejl, Regnsensor, Coming homeleaving homefunktion, Spejlpakke med elklapbare sidespejle m områdebelysning, Parkeringssensorer for og bag m optisk visning i radio, 4x Elruder, Elspejle m varme.. . Attraktiv finansiering både med uden udbetaling tilbydes, samt forsikring tilbydes. Til denne bil medfølger 1 måneds gratis VWforsikring.. . PRØVETUR EFTER FORUDGÅENDE AFTALE. Book på vores hjemmeside eller kontakt os på tlf. 46 740 750. Når vi ved hvornår du kommer, står både bil opladet ogeller tanket samt personale klar på aftalt tidspunkt.","Roskilde, Syd- og Vestsjælland",id1445,Detaljer,"Industrivej 36, 4000 Roskilde",CVR-nr.: 26319900,https://www.bilbasen.dk/brugt/bil/vw/id4/life-5d/6348835,6348835
