Pris,Model,Detaljer,Beskrivelse,Lokation,ForhandlerID,Forhandler_navn,Forhandler_adresse,Forhandler_CVR,Link_til_bil
279.900 kr.,VW ID.4Pro Performance 5d,"5/2023, 16.000 km, 531 km rækkevidde, El","Vi tilbyder attraktiv forsikring! 

Bilen står klar til omgående levering! 

Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil!

Batteri & Lade Specifikationer 
- Rækkevidde på 517 km WLTP! 
- 77 kWh Batteri! 
- 3 faset Opladning! 
- 8 års garanti på batteri! 
- Hurtigladning: 125 kW (10-80 %): ca. 34 min. 

Bemærkelsesværdig Udstyr: 
*Adaptiv fartpilot
*Vognbaneassistent
*LED forlygter 
*Navigation 
*Apple CarPlay/Android Auto 
*Parkeringssensorer med optisk visning
*Digitalt cockpit 
*Ambiente belysning 
*Varme i forsæder & rat 
*Trådløs mobilopladning
*Automatisk nødbremsesystem 
*2 Zone klima

*Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot* 

Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 % af vores biler bliver solgt online 

Vi sidder altid klar på telefonen til, at modtage jeres henvendelser - tøv ikke med, at ringe 66119560

OBS! Importbil, udstyr kan afvige fra Dansk standard","Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6372315
279.900 kr.,VW ID.4Pro Performance 1ST Max 5d,"7/2021, 38.000 km, 490 km rækkevidde, El","Volkswagen yder 8 år eller 160.000 km garanti på batteriet

Batteri & Lade Specifikationer:

Motor: EL 77kWh / 82 kWh [Netto/brutto]
Forbrug: 16, 7 kWh/100km
Rækkevidde: 514 km WLTP
Opladning: 10-80% på 29m [Offentlig ladning 135kW]
hjemmeladning på 7t og 30m [3-faset AC 11kW 0-100%]

Landsdækkende GOSafe complete tilbydes til denne bil:

✅ 12 mdr. kr. 7.500 -
✅ 24 mdr. kr. 9.400 -
✅ 36 mdr. kr. 12.500 -
✅ 48 mdr. kr. 15.625 -

Highlights:

-21"" alufælge
-Varmepumpe
-Svingbart træk (manuelt)
-Panorama glastag
-IQ LED forlygter m. fjernlysassistent
-IQ LED baglygter m. dynamisk blink
-360g. bakkamera m. parkerringsensor
-Adaptiv DCC undervogn
-Adaptiv fartpilot m. travel assist
-Lane assist
-Side assist
-Front assist
-Headup display
-Android auto/Apple carplay
-El sportssæder m. massage & memory funktion
-Multifunktionsrat m. varme
-Park.klima

Komplet udstyrsliste:

Varmepumpe, SOS-funktion, LED kabinebelysning, ambiente belysning, sort himmel, Park.klima, IQ lights, travel assist, aut., 21"" alufælge, varme i rat, fuldaut. klima, 2 zone klima, 3 zone klima, elektrisk kabinevarmer, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, el indst. forsæder, el indst. førersæde m. memory, glastag, 4x el-ruder, el-klapbare sidespejle m. varme, 360° kamera, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, el betjent bagklap, dæktryksmåler, adaptiv undervogn, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, headup display, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, el komfortsæder, sportssæder, automatisk lys, fjernlysassistent, kurvelys, led kørelys, fuld led forlygter, 6 airbags, abs, antispin, esp, servo, vognbaneassistent, blindvinkelsassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, ikke ryger, lev. nysynet, service ok, svingbart træk (manuel)

-Bilen leveres nysynet
-Vi kan udlevere nummerplader alle ugens dage.
-Vi tilbyder finansiering – MED OG UDEN UDBETALING – via Santander og AL Finans.
-Vi tager gerne din nuværende bil i bytte.
-Leveringsomkostninger: inkluderet","Silkeborg, Østjylland",id10497,Detaljer,"Holmbladsvej 9, 8600 Silkeborg",CVR-nr.: 34716242,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-1st-max-5d/6372268
264.900 kr.,VW ID.4Pro Performance Family 5d,"9/2021, 32.000 km, 511 km rækkevidde, El","KUN 2,99% I RENTE!

Køb denne bil i dag og få en vanvittig rente på KUN 2,99%, når du finansierer gennem Kvalitetsbiler.dk!

*Gælder kun alle nyere el- og hybridbiler (op til 5 år)
**Gælder kun ved finansiering gennem Kvalitetsbiler.dk
***Gælder kun ved udbetaling på minimum 20%
****Første betaling efter månedens udløb plus én måned

________________________________________________________

Vi anbefaler, at du booker en prøvekørsel for at undgå ventetid. 
Bestillinger foregår via vores hjemmeside www.kvalitetsbiler.dk eller på Booking@kvalitetsbiler.dk / 75801011.
Vi glæder os til at se dig!

Fremhævet udstyr på bilen:
✨ Varmepumpe
✨ (Muligt tilkøbsudstyr: Anhængertræk)  
✨ Moonstone Grey (farve)
✨ Panorama glastag med elektrisk solskærm
✨ Adaptiv fartpilot
✨ Navigation inkl. medie- og internetpakke
✨ Bakkamera
✨ Parkeringssensor for/bag
✨ Lane Assist
✨ Front Assist (Undvigeassistent/drejeassistent)
✨ Udvidet sikkerhedssystem (PreCrash basic og front)
✨ Vejskiltegenkendelse
✨ Træthedsregistrering
✨ Driving Mode Selection
✨ IQ.Light Matrix-Beam LED forlygter med dynamisk kurvelys og Light Assist
✨ IQ.Light LED baglygter med animerede lysfunktioner
✨ Fjernlysassistent
✨ 19"" Alufælge
✨ Nøglefrit låse- og startsystem ""Keyless Advanced"" med safefunktion
✨ Lædermultifunktionsrat med varme
✨ Sædevarme til fører og forsædepassager
✨ Klimakomfortrude
✨ Digital instrumentering 
✨ Stemmestyring
✨ Android Auto, Apple Carplay og MirrorLink
✨ Trådløs mobilopladning
✨ Ambientebelysning udvendigt, lysende styling-element(er) i siden og forrest
✨ Fortovsbelysning fra sidespejle
✨ El-foldbare spejle m. varme
✨ Parkeringsklima-funktion
✨ Klimaanlæg med 3 zoner 
✨ Bluetooth
✨ Og meget mere…

Man-fre: 09.00-17.00
Lør: 10.00-16.00
Søn/helligdage: 10.00-16.00

Importbil - udstyr kan variere fra dansk model.
Vi tager forbehold for tryk- og tastefejl.

Bil id: 138888","Tørring, Syd- og Sønderjylland",id2344,Detaljer,"Torvegade 155a, 7160 Tørring",CVR-nr.: 16231991,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-family-5d/6372198
309.900 kr.,VW ID.4Pro Performance 5d,"5/2023, 20.000 km, 531 km rækkevidde, El","Vi tilbyder attraktiv forsikring!

Bilen står klar til omgående levering!

Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil!

Batteri & Lade Specifikationer
- Rækkevidde på 517 km WLTP!
- 77 kWh Batteri!
- 3 faset Opladning!
- 8 års garanti på batteri!
- Hurtigladning: 125 kW (10-80 %): ca. 34 min.

Bemærkelsesværdig Udstyr:
*Varmepumpe
""20 Drammen alufælge 
*Travel Assist 
*Adaptiv fartpilot
*Vognbaneassistent
*Blindvinkelsassistent
*IQ LED Matrix forlygter med fjernlysassistent
*Navigation
*Trådløst Apple CarPlay/Android Auto
*360"" kamera med parkeringssensorer
*Automatisk parkeringssystem 
*Digitalt cockpit
*Ambiente belysning
*Varme i forsæder & rat
*El Bagklap med easy open (åbne med foden)
*Automatisk nødbremsesystem

*Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot*

Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 % af vores biler bliver solgt online

Vi sidder altid klar på telefonen til, at modtage jeres henvendelser - tøv ikke med, at ringe 66119560

OBS! Importbil, udstyr kan afvige fra Dansk standard.","Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6372169
309.900 kr.,VW ID.4Pro Performance 5d,"6/2023, 20.000 km, 531 km rækkevidde, El","Vi tilbyder attraktiv forsikring!

Bilen står klar til omgående levering!

Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil!

Batteri & Lade Specifikationer
- Rækkevidde på 517 km WLTP!
- 77 kWh Batteri!
- 3 faset Opladning!
- 8 års garanti på batteri!
- Hurtigladning: 125 kW (10-80 %): ca. 34 min.

Bemærkelsesværdig Udstyr:
*Varmepumpe
""20 Drammen alufælge 
*Travel Assist 
*Adaptiv fartpilot
*Vognbaneassistent
*Blindvinkelsassistent
*IQ LED Matrix forlygter med fjernlysassistent
*Navigation
*Trådløst Apple CarPlay/Android Auto
*360"" kamera med parkeringssensorer
*Automatisk parkeringssystem 
*Digitalt cockpit
*Ambiente belysning
*Varme i forsæder & rat
*El Bagklap med easy open (åbne med foden)
*Automatisk nødbremsesystem

*Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot*

Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 % af vores biler bliver solgt online

Vi sidder altid klar på telefonen til, at modtage jeres henvendelser - tøv ikke med, at ringe 66119560

OBS! Importbil, udstyr kan afvige fra Dansk standard.","Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6372136
409.900 kr.,VW ID.4Pro Performance 4Motion 5d,"10/2024, 3.000 km, 511 km rækkevidde, El","Adaptiv fartpilot
Lane assist
Elektriske sæder med memory funktion.
Svingbart anhængertræk
19"" Alufælge
Matrix lys med light assist
El bagklap
4-Motion 4 -hjulstræk.

, aut.gear/tiptronic, 19"" alufælge, 2 zone klima, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, el indst. førersæde m. memory, højdejust. forsæder, el indst. forsæder, 4x el-ruder, el-klapbare sidespejle m. varme, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, dab+ radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, android auto, apple carplay, isofix, armlæn, splitbagsæde, læderrat, automatisk lys, fjernlysassistent, fuld led forlygter, 7 airbags, abs, esp, servo, vognbaneassistent, blindvinkelsassistent, mørktonede ruder i bag, 1 ejer, svingbart træk (elektrisk)","Ribe, Syd- og Sønderjylland",id2236,Detaljer,"Industrivej 1 + 5A, 6760 Ribe",CVR-nr.: 62639717,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-4motion-5d/6372110
319.900 kr.,VW ID.4Pro Performance 5d,"6/2023, 11.000 km, 531 km rækkevidde, El","Vi tilbyder attraktiv forsikring!

Bilen står klar til omgående levering!

Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil!

Batteri & Lade Specifikationer
- Rækkevidde på 517 km WLTP!
- 77 kWh Batteri!
- 3 faset Opladning!
- 8 års garanti på batteri!
- Hurtigladning: 125 kW (10-80 %): ca. 34 min.

Bemærkelsesværdig Udstyr:
*Originalt svingbart træk
*Varmepumpe
""20 Drammen alufælge 
*Travel Assist 
*Adaptiv fartpilot
*Vognbaneassistent
*Blindvinkelsassistent
*IQ LED Matrix forlygter med fjernlysassistent
*Navigation
*Trådløst Apple CarPlay/Android Auto
*360"" kamera med parkeringssensorer
*Automatisk parkeringssystem 
*Digitalt cockpit
*Ambiente belysning
*Varme i forsæder & rat
*El Bagklap med easy open (åbne med foden)
*Automatisk nødbremsesystem

*Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot*

Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 % af vores biler bliver solgt online

Vi sidder altid klar på telefonen til, at modtage jeres henvendelser - tøv ikke med, at ringe 66119560

OBS! Importbil, udstyr kan afvige fra Dansk standard.","Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6372095
319.900 kr.,VW ID.4Pro Performance 5d,"5/2023, 7.000 km, 531 km rækkevidde, El","Vi tilbyder attraktiv forsikring!

Bilen står klar til omgående levering!

Vi er behjælpelige med opsætning af bilen samt eventuelle spørgsmål hertil!

Batteri & Lade Specifikationer
- Rækkevidde på 517 km WLTP!
- 77 kWh Batteri!
- 3 faset Opladning!
- 8 års garanti på batteri!
- Hurtigladning: 125 kW (10-80 %): ca. 34 min.

Bemærkelsesværdig Udstyr:
*Varmepumpe
""20 Drammen alufælge 
*Travel Assist 
*Adaptiv fartpilot
*Vognbaneassistent
*Blindvinkelsassistent
*IQ LED Matrix forlygter med fjernlysassistent
*Navigation
*Trådløst Apple CarPlay/Android Auto
*360"" kamera med parkeringssensorer
*Automatisk parkeringssystem 
*Digitalt cockpit
*Ambiente belysning
*Varme i forsæder & rat
*El Bagklap med easy open (åbne med foden)
*Automatisk nødbremsesystem

*Mere end 64 års kærlighed til brugte biler og glade kunder. Tjek vores Trustpilot*

Vi tilbyder Digital fremvisning via bl.a. Face time da ca. 60 % af vores biler bliver solgt online

Vi sidder altid klar på telefonen til, at modtage jeres henvendelser - tøv ikke med, at ringe 66119560

OBS! Importbil, udstyr kan afvige fra Dansk standard.","Odense SV, Fyn",id1952,Detaljer,"Dalumvej 77, 5250 Odense SV",CVR-nr.: 10538009,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-5d/6372104
194.900 kr.,VW ID.4Pure 5d,"5/2022, 32.000 km, 343 km rækkevidde, El","KUN 2,99% I RENTE!

Køb denne bil i dag og få en vanvittig rente på KUN 2,99%, når du finansierer gennem Kvalitetsbiler.dk!

*Gælder kun alle nyere el- og hybridbiler (op til 5 år)
**Gælder kun ved finansiering gennem Kvalitetsbiler.dk
***Gælder kun ved udbetaling på minimum 20%
****Første betaling efter månedens udløb plus én måned
________________________________________________________

Vi anbefaler, at du booker en prøvekørsel for at undgå ventetid.    
Bestillinger foregår via vores hjemmeside www.kvalitetsbiler.dk eller på Booking@kvalitetsbiler.dk / 75801011.
Vi glæder os til at se dig!

Fremhævet udstyr på bilen: 
✨ Type 2 ladekabel medfølger
✨ 50 kW DC-opladning
✨ 7,2 kW AC-opladning
✨ Parkeringsassistent (Intelligent Park Assist)
✨ Komfort pakke
✨ Multimedia pakke
✨ Assistent pakke
✨ Navigationssystem med medie- og internetpakke
✨ Bakkamera
✨ Parkeringssensor for/bag
✨ Lane Assist
✨ Front Assist m. undvigeassistent og drejeassistent
✨ Udvidet sikkerhedssystem (PreCrash basic og front)
✨ Skiltegenkendelse
✨ Træthedsregistrering
✨ Driving Mode Selection
✨ LED forlygter
✨ LED baglygter
✨ Nøglefrit låse- og startsystem ""Keyless Advanced"" 
✨ Lædermultifunktionsrat med varme
✨ Sædevarme til fører og forsædepassager
✨ Digital instrumentering
✨ Stemmestyring
✨ Trådløs forbindelse til Apple Carplay, Android Auto og Mirrorlink
✨ Trådløs mobilopladning
✨ Ambientebelysning samt udvendigt, lysende styling-element(er) i siden
✨ Klimakomfortrude
✨ Ruder i siden og bagest i varmedæmpende glas
✨ Bluetooth
✨ Og meget mere…

Man-fre: 09.00-17.00
Lør: 10.00-16.00
Søn/helligdage: 10.00-16.00

Vi tager forbehold for tryk- og tastefejl.

Bil id: 138985","Tørring, Syd- og Sønderjylland",id2344,Detaljer,"Torvegade 155a, 7160 Tørring",CVR-nr.: 16231991,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6372041
219.900 kr.,VW ID.4Pure 5d,"10/2021, 38.000 km, 340 km rækkevidde, El","Svingbart anhængertræk
Vinterhjul
Navigation
Induktiv mobiltelefon opladning
Carplay
Lane Assist
LED lys, 

aut.gear/tiptronic, vinterhjul, fuldaut. klima, fjernb. c.lås, infocenter, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, højdejust. forsæder, højdejust. førersæde, 4x el-ruder, el-klapbare sidespejle m. varme, parkeringssensor (bag), parkeringssensor (for), navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, armlæn, isofix, læderrat, automatisk lys, led kørelys, abs, esp, servo, vognbaneassistent, 1 ejer, service ok, svingbart træk (elektrisk)","Ribe, Syd- og Sønderjylland",id2236,Detaljer,"Industrivej 1 + 5A, 6760 Ribe",CVR-nr.: 62639717,https://www.bilbasen.dk/brugt/bil/vw/id4/pure-5d/6372049
234.900 kr.,VW ID.4Pro Performance Tech 5d,"9/2021, 108.000 km, 490 km rækkevidde, El","Volkswagen yder 8 år eller 160.000 km garanti på batteriet

Batteri & Lade Specifikationer:

Motor: EL 77kWh / 82 kWh [Netto/brutto]
Forbrug: 16, 7 kWh/100km
Rækkevidde: 514 km WLTP
Opladning: 10-80% på 29m [Offentlig ladning 135kW]
hjemmeladning på 7t og 30m [3-faset AC 11kW 0-100%]

Landsdækkende GOSafe complete tilbydes til denne bil:

✅ 12 mdr. kr. 7.500 -
✅ 24 mdr. kr. 9.400 -
✅ 36 mdr. kr. 12.500 -
✅ 48 mdr. kr. 15.625 -

Highlights:

-20"" alufælge
-Varmepumpe
-Svingbart træk (manuelt)
-Panorama glastag
-360g. bakkamera m. parkeringssensor
-IQ LED forlygter m. fjernlysassistent
-IQ LED baglygter m. dynamisk blink
-El sportssæder m. massage & memoryfunktion
-Headup display
-Adaptiv fartpilot m. travel assist
-Lane assist
-Side assist
-Front assist
-Keyless
-Ambiente belysning
-Sort himmel
-CCS/hurtigopladning

Varmepumpe, CCS/hurtigopladning, SOS-funktion, LED kabinebelysning, ambiente belysning, sort himmel, travel assist, Park.klima, IQ lights, aut., 20"" alufælge, varme i rat, fuldaut. klima, 2 zone klima, 3 zone klima, elektrisk kabinevarmer, c.lås, fjernb. c.lås, nøglefri betjening, fartpilot, kørecomputer, infocenter, startspærre, varme i forrude, auto. nedbl. bakspejl, udv. temp. måler, regnsensor, sædevarme, højdejust. forsæder, el indst. forsæder, el indst. førersæde m. memory, glastag, 4x el-ruder, el-klapbare sidespejle m. varme, 360° kamera, bakkamera, parkeringssensor (bag), parkeringssensor (for), adaptiv fartpilot, el betjent bagklap, dæktryksmåler, elektrisk parkeringsbremse, træthedsregistrering, skiltegenkendelse, dab radio, navigation, multifunktionsrat, håndfrit til mobil, bluetooth, musikstreaming via bluetooth, digitalt cockpit, headup display, android auto, apple carplay, trådløs mobilopladning, usb tilslutning, armlæn, isofix, bagagerumsdækken, kopholder, dellæder, splitbagsæde, læderrat, sportssæder, automatisk lys, fjernlysassistent, kurvelys, led kørelys, fuld led forlygter, 6 airbags, abs, antispin, esp, servo, vognbaneassistent, blindvinkelsassistent, automatisk nødbremsesystem, tagræling, mørktonede ruder i bag, ikke ryger, lev. nysynet, service ok, svingbart træk (manuel)

-Bilen leveres nysynet
-Vi kan udlevere nummerplader alle ugens dage.
-Vi tilbyder finansiering – MED OG UDEN UDBETALING – via Santander og AL Finans.
-Vi tager gerne din nuværende bil i bytte.
-Leveringsomkostninger: inkluderet","Silkeborg, Østjylland",id10497,Detaljer,"Holmbladsvej 9, 8600 Silkeborg",CVR-nr.: 34716242,https://www.bilbasen.dk/brugt/bil/vw/id4/pro-performance-tech-5d/6372256
264.900 kr.,VW ID.41ST Max 5d,"8/2021, 67.000 km, 490 km rækkevidde, El","KUN 2,99% I RENTE!

Køb denne bil i dag og få en vanvittig rente på KUN 2,99%, når du finansierer gennem Kvalitetsbiler.dk!

*Gælder kun alle nyere el- og hybridbiler (op til 5 år)
**Gælder kun ved finansiering gennem Kvalitetsbiler.dk
***Gælder kun ved udbetaling på minimum 20%
****Første betaling efter månedens udløb plus én måned
________________________________________________________

Vi anbefaler, at du booker en prøvekørsel for at undgå ventetid.
Bestillinger foregår via vores hjemmeside www.kvalitetsbiler.dk eller på Booking@kvalitetsbiler.dk / 75801011.
Vi glæder os til at se dig!

Fremhævet udstyr på bilen:
✨ Varmepumpe inkl. Thermostyring af batteriet
✨ Svingbart Anhængertræk (1.000 kg)
✨ Head-up Display
✨ 21"" Alufælge
✨ Panorama Glastag
✨ Infotainment pakke
✨ Matrix Forlygter
✨ Elopvarmet Multifunktionsrat
✨ Adaptiv undervognsregulering med kontinuerlig betjening
✨ Ekstravarme (luft), elektrisk
✨ Trådløs Mobilopladning
✨ Lyspakke
✨ LED-baglygte, animerede lysfunktioner
✨ Vognbaneassistent samt Emergency Assist og køassistent
✨ Apple CarPlay & Android Auto
✨ Vognbaneskiftassistent
✨ Front Assist, der advarer og bremser
✨ Træthedsregistrering
✨ Elektrisk sædeindstilling til begge forsæder inkl. memory og sædedybdeindstilling
✨ Undvigeassistent, med drejeassistent
✨ Sædevarme til forsæder
✨ Variabelt bundpladekoncept
✨ Og meget mere…

Man-fre: 09.00-17.00
Lør: 10.00-16.00
Søn/helligdage: 10.00-16.00

Vi tager forbehold for tryk- og tastefejl.

Bil id: 138672","Tørring, Syd- og Sønderjylland",id2344,Detaljer,"Torvegade 155a, 7160 Tørring",CVR-nr.: 16231991,https://www.bilbasen.dk/brugt/bil/vw/id4/1st-max-5d/6372000
