Model,Pris,Kørte_kilometer,Link_til_bil
VW ID.4 Volkswagen GTX AHK IQ.LIGHT NAVI KAMERA,"43.250 €ab 570€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX AHK IQ.LIGHT NAVI KAMERA●○○○○ Hoher Preis: 43.250 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 8900 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Stabilitätskontrolle (ESP), Garantie, Aktives Kurvenlicht, Navigation, Regensensor, Sitzheizung, Servolenkung, Anhängerkupplung, Fensterheber×",8.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1903557718&num_on_page=1&page=12&search_id=56379456&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro Performance 150 kW,"32.300 €ab 426€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance 150 kW●○○○○ Hoher Preis: 32.300 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 26000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Wegfahrsperre, Lederinterieur, Navigation, Einparkhilfe, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",26.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1897351038&num_on_page=2&page=12&search_id=56379456&title=VW+ID.4+gebraucht+kaufen
VW ID.4 PRO GOAL 77 KWH 1-GANG-AUTOMATIK (+ACC-RADAR+,"53.830 €ab 710€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 PRO GOAL 77 KWH 1-GANG-AUTOMATIK (+ACC-RADAR+●○○○○ Hoher Preis: 53.830 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1858227704&num_on_page=3&page=12&search_id=56379456&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro 77 kWh 210 kW Move mit Infotainm.P. 5 Türen,55.918 €ab 737€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro 77 kWh 210 kW Move mit Infotainm.P. 5 Türen●○○○○ Hoher Preis: 55.918 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: ×,0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1908068767&num_on_page=4&page=12&search_id=56301887&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen ID4 Pro Perf 77kWh 150kW Navi 8fach Winterreifen,"38.499 €ab 507€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen ID4 Pro Perf 77kWh 150kW Navi 8fach Winterreifen●○○○○ Hoher Preis: 38.499 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 6750 kmAusstattung / Eigenschaften: ABS, Airbag, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",6.750 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1894758440&num_on_page=4&page=12&search_id=56379456&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro |AHK|CarPlay|MATRIX|LM|KlimaA|SoundSys,"38.435 €ab 507€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro |AHK|CarPlay|MATRIX|LM|KlimaA|SoundSys●○○○○ Hoher Preis: 38.435 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 15317 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",15.317 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1911228627&num_on_page=1&page=12&search_id=56379456&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Pro GOAL Infotainment/Design Paket AHK LM19""","48.790 €ab 642€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL Infotainment/Design Paket AHK LM19""●○○○○ Hoher Preis: 48.790 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 210 PSErstzulassung: 2024Kraftstoff: ElektroGetriebe: AKilometerzähler: 4900 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Standheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",4.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1905640353&num_on_page=2&page=12&search_id=56379456&title=VW+ID.4+gebraucht+kaufen
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
VW ID.4 Volkswagen GTX 4MOTION Navi GTX/21Zoll/Pano/AHK,"40.200 €ab 530€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen GTX 4MOTION Navi GTX/21Zoll/Pano/AHK●○○○○ Hoher Preis: 40.200 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2023Kraftstoff: ElektroGetriebe: AKilometerzähler: 22546 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Fensterheber×",22.546 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1894764185&num_on_page=1&page=13&premium=false&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
"VW ID.4 Volkswagen Pro Performance 150/77 359,-ohne Anzahlung","32.949 €ab 434€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro Performance 150/77 359,-ohne Anzahlung●○○○○ Hoher Preis: 32.949 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 24694 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",24.694 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1904889861&num_on_page=2&page=13&premium=false&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen 220 kW 4Motion GTX,"47.850 €ab 631€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen 220 kW 4Motion GTX●○○○○ Hoher Preis: 47.850 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 220 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 18500 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Allrad, Zentralverriegelung, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",18.500 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1864261806&num_on_page=3&page=13&premium=false&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro GOAL 210 kW (286 PS) 77 kWh SOFORT VERFÜGBAR,518 €/ Monat,1 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1848444489&num_on_page=1&page=13&search_id=56301921&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Pro GOAL 77 kWh 1-Gang-Automatik |AHK|Kam.,"55.695 €ab 733€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Pro GOAL 77 kWh 1-Gang-Automatik |AHK|Kam.●○○○○ Hoher Preis: 55.695 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 210 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 0 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",0 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1910273698&num_on_page=1&page=13&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pure 109 kW,"33.000 €ab 435€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pure 109 kW●○○○○ Hoher Preis: 33.000 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 23.900 €●●●●○ Guter Preis: 23.900 € zu 25.200 €●●●○○ Fair Preis: 25.200 € zu 27.900 €●●○○○ Erhöhter Preis: 27.900 € zu 29.200 €●○○○○ Hoher Preis: 29.200 € zu 53.100 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 109 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: MKilometerzähler: 37000 kmAusstattung / Eigenschaften: ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Wegfahrsperre, Lederinterieur, Navigation, Regensensor, Elektr. verstellbarer Sitz, Sitzheizung, Servolenkung, Tempomat×",37.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1897546574&num_on_page=2&page=13&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 150kW 1-Gang Automatik 4 Türen,"35.390 €ab 466€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro 150kW 1-Gang Automatik 4 Türen●○○○○ Hoher Preis: 35.390 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 44009 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Aktives Kurvenlicht, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Schiebedach, Servolenkung, Anhängerkupplung, Fensterheber×",44.009 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1901651371&num_on_page=3&page=13&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pro 150kW 1-Gang Automatik 4 Türen,"33.290 €ab 438€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Pro 150kW 1-Gang Automatik 4 Türen●○○○○ Hoher Preis: 33.290 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 25975 kmAusstattung / Eigenschaften: ABS, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Bordcomputer, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Standheizung, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Fensterheber×",25.975 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1901340074&num_on_page=4&page=13&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen 150 kW Pro Performance,"39.875 €ab 525€ finanzieren ↗●○○○○ Hoher Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen 150 kW Pro Performance●○○○○ Hoher Preis: 39.875 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Leistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 15000 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Airbag, Alufelgen, Leichtmetallfelge, Zentralverriegelung, Stabilitätskontrolle (ESP), Garantie, Wegfahrsperre, Außenspiegel, Navigation, Regensensor, Scheckheftgepflegt, Servolenkung, Anhängerkupplung, Fensterheber×",15.000 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1864239214&num_on_page=1&page=13&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Performance Upgrade Pro,"32.500 €ab 429€ finanzieren ↗●●○○○ Erhöhter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 Volkswagen Performance Upgrade Pro●●○○○ Erhöhter Preis: 32.500 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 26.700 €●●●●○ Guter Preis: 26.700 € zu 28.200 €●●●○○ Fair Preis: 28.200 € zu 31.200 €●●○○○ Erhöhter Preis: 31.200 € zu 32.700 €●○○○○ Hoher Preis: 32.700 € zu 59.400 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 150 PSErstzulassung: 2022Kraftstoff: ElektroGetriebe: AKilometerzähler: 6900 kmAusstattung / Eigenschaften: Alarmanlage, ABS, Klimaanlage, Airbag, Alufelgen, Leichtmetallfelge, CD / Radio, Zentralverriegelung, Stabilitätskontrolle (ESP), Nebelscheinwerfer, Wegfahrsperre, Lederinterieur, Navigation, Einparkhilfe, Regensensor, Sitzheizung, Scheckheftgepflegt, Servolenkung, Tempomat, Anhängerkupplung, Fensterheber×",6.900 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1897348292&num_on_page=2&page=13&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 'PURE' 52 KWh 170 PS NAVI+PDC+KLIMA+LED,"25.300 €ab 334€ finanzieren ↗●●●●● Superpreis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 'PURE' 52 KWh 170 PS NAVI+PDC+KLIMA+LED●●●●● Superpreis: 25.300 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 25.400 €●●●●○ Guter Preis: 25.400 € zu 26.800 €●●●○○ Fair Preis: 26.800 € zu 29.600 €●●○○○ Erhöhter Preis: 29.600 € zu 31.100 €●○○○○ Hoher Preis: 31.100 € zu 56.500 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: LimousineLeistung: 125 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 29439 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie×",29.439 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1875111143&num_on_page=3&page=13&search_id=56301921&title=VW+ID.4+gebraucht+kaufen
VW ID.4 PURE LM18 NAVI-PRO SITZH LED ACC CLIMATRONIC,"25.490 €ab 335€ finanzieren ↗●●●●○ Guter Preis ⓘ12Gebrauchtwagen Preisbarometer für:VW ID.4 PURE LM18 NAVI-PRO SITZH LED ACC CLIMATRONIC●●●●○ Guter Preis: 25.490 €Zum AngebotPreisklassen für dieses Auto:●●●●● Superpreis: Bis 24.800 €●●●●○ Guter Preis: 24.800 € zu 26.100 €●●●○○ Fair Preis: 26.100 € zu 28.900 €●●○○○ Erhöhter Preis: 28.900 € zu 30.300 €●○○○○ Hoher Preis: 30.300 € zu 55.000 €Für diese Preisbewertung sind unter anderem wichtig:Hersteller: VWModell: ID.4Fahrzeugtyp: SUV/PickupLeistung: 125 PSErstzulassung: 2021Kraftstoff: ElektroGetriebe: AKilometerzähler: 66505 kmAusstattung / Eigenschaften: Klimaanlage, Airbag, Garantie, Scheckheftgepflegt×",66.505 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1848471991&num_on_page=3&page=13&search_id=56379513&title=VW+ID.4+gebraucht+kaufen
VW ID.4 Volkswagen Pure LED NAVI DAB PDC KLIMA ESP BT BC,301 €/ Monat,26.182 km,https://www.12gebrauchtwagen.de/c/partner?car_ad_id=1897198222&num_on_page=2&page=1&search_id=56283486&title=VW+ID.4+Gebrauchtwagen+suchen+und+vergleichen+-+12Gebrauchtwagen.de
