Model,Pris_DKK,Kilometer_kategori,Land
VW ID.4 GTXAHKNAVRFKACCLEDAPPPDCDAB,362908.125,19000,Tyskland
VW ID.4 Pro Performance,389998.1875,8309,Tyskland
VW ID.4 Pro Performance AHKWÄRMEPUMPE21ZOLLKAMERA,347346.9375,11600,Tyskland
VW ID.4 Pro 77 kWh 210 kW Pro mit Infotainm.P. 5 Türen,486764.375,11,Tyskland
VW ID.4 Pro Performance 77 kWh Wärmep. ARHUD 360Kamera,296975.625,70893,Tyskland
VW ID.4 Business,335613.1875,16492,Tyskland
VW ID.4 Volkswagen Pro AHKCarPlayMATRIXLMKlimaASoundSys,352794.75,19515,Tyskland
VW ID.4 1st,300225.6875,30316,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,504504.6875,0,Tyskland
VW ID.4 Volkswagen Pure City Mon. Leasingrate 356Euro,3017250,5904,Tyskland
VW ID.4 Business,335613.1875,16492,Tyskland
VW ID.4 Pro Performance,389998.1875,8309,Tyskland
VW ID.4 Pro Performance,389998.1875,8611,Tyskland
VW ID.4 Volkswagen GTX ACC Kamera 360 Wärmepumpe,3808812.5,29644,Tyskland
VW ID.4 Pro Performance,389998.1875,8611,Tyskland
VW ID.4 PRO PERFORMANCE LM19 KAMERA IQ.LIGHT NAVI,275650,56376,Tyskland
VW ID.4 Volkswagen Pro Performance CCSWÄRMEPUMPEMATRIXKAMERA,3212812.5,9108,Tyskland
VW ID.4 Volkswagen PURE LM19 AHK WÄRMEPUMPE NAVIPRO,239238.125,61771,Tyskland
VW ID.4 Volkswagen Pure Performance 125kw LEDNAVIACCSHZCCS,239610.625,52000,Tyskland
VW ID.4 Volkswagen Pro Performance NAVIAHKACCLANEASSIST,361604.375,22500,Tyskland
VW ID.4 Pure Goal 170 PS sofort verfügbar,427089.875,10,Tyskland
VW ID.4 Pro Performance PanoAHKKamera,381719.375,5651,Tyskland
VW ID.4 Pro Performance 1st Wärmepumpe AHK ACC PDC Kamera LED,269848.3125,60891,Tyskland
VW ID.4 PRO PERFORMANCE LM19 KAMERA IQ.LIGHT NAVI,275650,56376,Tyskland
VW ID.4 PRO UPE65 PANO AHK KAMERA,382185,19985,Tyskland
VW ID.4 GTX Navi AHK Panoramadach Sitzheizung Leichtmetallfelgen GTX,435359.375,21451,Tyskland
VW ID.4 Pro Performance NAVIAHKACCLANEASSIST,361604.375,22500,Tyskland
VW ID.4 Pro GOAL 77 kWh AHKMATRIX,502148.625,0,Tyskland
VW ID.4 GTX 4MOTION PANO NAVI AHK ACC,412823.125,18511,Tyskland
VW ID.4 Volkswagen GTX hAHKMatrixPanoWärmepumpe04.29Garantie,5838937.5,14170,Tyskland
"VW ID.4 Volkswagen Pure 10952 285,ohne Anzahlung ACC Wärmepu",223025.06250000003,24693,Tyskland
VW ID.4 Pure 52 kWh 109 kW Pure 5 Türen,209633.6875,27925,Tyskland
VW ID.4 PRO PERFORMANCE AHK NAVI LED,253113.75,75825,Tyskland
VW ID.4 Volkswagen Pro Performance 77 kWh 20AssistsystemeN,351733.125,13400,Tyskland
VW ID.4 Pro Performance AHKWÄRMEPUMPE21ZOLLKAMERA,344553.1875,14800,Tyskland
VW ID.4 Pro Performance Wärmepumpe Infotainment,334784.375,11020,Tyskland
VW ID.4 Pro Performance IQ.LIGHTAHKNAVIWÄRMEPUMPEKAMERA,367704.0625,11300,Tyskland
"VW ID.4 ProPerformanceJETZT ab 2,74 Zins",356203.125,6000,Tyskland
VW ID.4 Pro Performance IQ.LIGHTAHKNAVIWÄRMEPUMPEKAMERA20ZOLL,341759.4375,24900,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,345819.6875,8963,Tyskland
VW ID.4 Pro Perf. 1st Edition 20 NAVI LED ACC KAMERA,294740.625,40150,Tyskland
VW ID.4 Volkswagen Pro 77 kWh 210 kW Pro mit Wärmepumpe,418131.25,11800,Tyskland
VW ID.4 Pro Performance IQ.LIGHTAHKDIGITALNAVIKAMERAWÄRMEPUMPE20ZOLL,341759.4375,27400,Tyskland
VW ID.4 Pro Performance FAHRSCHULWAGEN NAVI AHK,267734.375,46684,Tyskland
VW ID.4 Pro PerformanceMATRIXWärmepumpeAHKKAMDesign,339254.375,40305,Tyskland
VW ID.4 Pro Perform. 77 kWh 150 kW Pro mit Navi 5 Türen,339254.375,19887,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI PANO AHK LED,4153375,9976,Tyskland
VW ID.4 Pure LED Navi CCS ACC Sthz,231769.5,22700,Tyskland
VW ID.4 Pro Performance 150 KW 77,349218.75,17900,Tyskland
VW ID.4 Pro 77 kWh AHK 19 ARHUD IQ HARMAN PANO,459944.375,3000,Tyskland
VW ID.4 Volkswagen Pure City 149PS 52kWh Wärmepumpe Alu18ACC,238400,22280,Tyskland
VW ID.4 Pro 77 kWh 1GangAutomatik,504644.375,0,Tyskland
VW ID.4 Volkswagen GTX 4motion 220kW HeadUpPANOAHV,445975.625,9500,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE WÄRMEPUMPE PANO AHK,325471.875,39947,Tyskland
VW ID.4 Pro Perfomance NAVI LED ACC PDC,253951.875,34890,Tyskland
VW ID.4 Pure PDC LED Navi AppConnect LaneAssist,221423.3125,37993,Tyskland
VW ID.4 Volkswagen Pure Performance,377947.8125,1000,Tyskland
VW ID.4 Volkswagen Pro Performance DesignKomfort IQ.LED,408818.75,2499,Tyskland
VW ID.4 GTX 4MOTIONPANOAHKRFKNAVAPPPARKASSIST,465345.625,17000,Tyskland
VW ID.4 Volkswagen PURE NAVIHEAD UPACCSHZPDC,231993,39900,Tyskland
VW ID.4 Pro Performance NAVI LED PDC SPURH KLIMAA,268945,18910,Tyskland
VW ID.4 GTX 4Motion AHK21Wärmep.AssistInfotDCC,408828.0625,13629,Tyskland
"VW ID.4 Pro GOAL 77 kWh AHK,ACC,KAMERA,VZE,LED,NAVI",499550.43750000006,0,Tyskland
VW ID.4 W Pro Performance Family ACC SHZ LED Navi,275687.25,88459,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh,522943.4375,0,Tyskland
VW ID.4 Volkswagen Pro AHKMassageWPumpeCarPlay360SpurH,404488.4375,5942,Tyskland
VW ID.4 Volkswagen GTX 4MOTION Design KomfortInfo Plus Winterräder,6583937.5,1,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,359788.4375,14490,Tyskland
VW ID.4 77 kWh Pro Performance NAVRFKLANE19ZACC,386468.75,15500,Tyskland
VW ID.4 Pro Performance 150 kW AHK 360 Matrix,348566.875,22894,Tyskland
VW ID.4 Pro Performance KAMERALEDNAVI,279281.875,26640,Tyskland
VW ID.4 Pure Style MATRIXACCMEMORYNAVIKAMERA,251251.25,43937,Tyskland
VW ID.4 Elektro Pro Performance AHKWärmepumpe19,307126.25,8796,Tyskland
VW ID.4 Volkswagen Pro Performance 1st Navi Pro AHK LED ACC PD,250413.125,68259,Tyskland
VW ID.4 Pro GOAL 77 kWh 1GangAutomatik NAVI LM,536260.3125,0,Tyskland
VW ID.4 Volkswagen GTX 4MOTION IQ.LIGHTARHuDPano21360,408725.625,18340,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,522943.4375,0,Tyskland
VW ID.4 Volkswagen Pro Navi Pro Pano BSD IQLED Area View 19LM,349125.625,21855,Tyskland
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",356203.125,6000,Tyskland
VW ID.4 Volkswagen ID4_AHK_AK Paket_IDSitze_GJReifen_Lieferung m,334318.75,19900,Tyskland
VW ID.4 PRO PERFORMANCE Pano NaviPro ACC Massage,325844.375,22900,Tyskland
VW ID.4 Volkswagen GTX 4MOTION,437594.375,20000,Tyskland
VW ID.4 Volkswagen GTX PANO AHK WINTERRÄDER GARANTIE,3883312.5,26979,Tyskland
VW ID.4 Pure EXTERIEUR SILVER PANO LM19 MATRIXLED,254519.9375,26141,Tyskland
VW ID.4 Elektro Pure NAVLEDPDC,223313.75,36757,Tyskland
VW ID.4 Volkswagen GTX 4MOTION 340 PS GÜLTIG BIS 23.12.24,4088187.5,1,Tyskland
VW ID.4 Pro Performance Matrix Kamera Sitzhzg AHK Navi,360952.5,18350,Tyskland
VW ID.4 Pro Performance 4MOTION IQ.LIGHTPANOAHKNAVIKAMERAWÄRMEPUMPE20ZOLL,381803.1875,14200,Tyskland
VW ID.4 Volkswagen Pro Performance FAHRSCHULFAHRZEUG,274439.375,72192,Tyskland
VW ID.4 Volkswagen BEV Pro Automatik,292971.25,24909,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,349637.8125,4769,Tyskland
"VW ID.4 Performance Pure GOAL RFK,NAV,SHZ,DAB,MatrixLED",460410,0,Tyskland
VW ID.4 Goal Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Volkswagen PURE 125KW 52 kWh NAVIPRO LED PDC DAB,208506.875,30917,Tyskland
VW ID.4 Pure 125 kW 170 PS 52 kWh 1Gang,468213.87500000006,0,Tyskland
VW ID.4 Volkswagen Pro Performance NAVIAHKACCMATRIXLED360,386003.125,12800,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Navi Matrix ACC,3650500,24650,Tyskland
VW ID.4 GTX 21LM HUD HZ Pano Kamera 360,369138.1875,25258,Tyskland
VW ID.4 GTX 4Motion 77 kWh AHK WÄPU KAM IQLED NAVPRO,366633.125,20000,Tyskland
VW ID.4 Volkswagen Pro MOVE Ass IQ.Light HarmanKardon AHK 20,498125.625,8500,Tyskland
VW ID.4 Pro 1st Edition WÄRMEPUMPE LED AHK 20 NAVI READY2DISCOVER ACC DAB,279375,23000,Tyskland
VW ID.4 Volkswagen GTX AHK PANO 360 KAMERA WÄRMEP 21,4730750,8900,Tyskland
VW ID.4 GTX 21LM HUD HZ Pano Kamera 360,369138.1875,25258,Tyskland
VW ID.4 Pure 52 kWh 125 kW Pure mit Infotainm.P. 5 Türen,434968.25000000006,0,Tyskland
VW ID.4 Pro GOAL 1GangAutomatik AHK IQ.Light,498619.18750000006,0,Tyskland
VW ID.4 Pro Performance AHK Navi Area View LED Wärmepumpe,347915,25366,Tyskland
VW ID.4 Volkswagen Pure Goal sofort verfügbar,4050937.5,10,Tyskland
VW ID.4 GTX Anschlussgarantie max. 100 Tkm08.2026,369045.0625,19390,Tyskland
VW ID.4 GTX Anschlussgarantie max. 100 Tkm08.2026,369045.0625,19390,Tyskland
VW ID.4 Volkswagen Pro Performance NAVIAHKACCMATRIXLED,369613.125,19900,Tyskland
VW ID.4 Pro NAVI MATRIXLED AHK 3JGarantie,357972.5,22290,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAuto,520335.9375,0,Tyskland
VW ID.4 Pro Performance Basis HeadUp Panodach LED,516285,3900,Tyskland
VW ID.4 Elektro Pro Performance AHKMatrixPDach,371941.25,12849,Tyskland
VW ID.4 Volkswagen PRO SILVER 82kWh LED APPCONNECT SITZH AHK,260275.06250000003,61339,Tyskland
VW ID.4 Pro Performance 150kW CCS AHK ACC Keyless Cam,351640,20965,Tyskland
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,534472.3125,0,Tyskland
VW ID.4 Pro Performance 1St Edition,288035.625,27498,Tyskland
VW ID.4,537890,7500,Tyskland
VW ID.4 Pro Performance 1st Max Navi Pano AHK LED ACC PDC SHZ Wärmepumpe,334784.375,63500,Tyskland
"VW ID.4 Pro Performance Max First Edition AHK, ACC",343538.125,40499,Tyskland
VW ID.4 Volkswagen Pro AHKWPumpeCarPlayMATRIXLMKlimaA,362861.5625,5750,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Navi LED ACC SHZ,3520125,29090,Tyskland
VW ID.4 Volkswagen Pro Performance AHK360MATRIXCCSASSISTS,3156937.5,27511,Tyskland
VW ID.4 Pro Performance MATRIXLED ACC NAVI AHK 20 PARKASS KEYLESS SHZ,373896.875,6300,Tyskland
VW ID.4 Pro Performance Autom Navi AHK RKamera,314762.5,20708,Tyskland
VW ID.4 Pure NAVI KLIMA PDC,251065,19818,Tyskland
VW ID.4 Pro mit InfotainmentPaket,479128.125,10000,Tyskland
"VW ID.4 Volkswagen Pro Performance, Garantie 082026 ,80000km",334318.75,31000,Tyskland
VW ID.4 Volkswagen Performance Upgrade Pure,250785.625,38887,Tyskland
VW ID.4 Volkswagen GTX hAHKMatrixHuDPano36008.28Garantie,4544500,25980,Tyskland
VW ID.4 Volkswagen Pro Performance AHK NAVI LED ACC,3603937.5,33601,Tyskland
VW ID.4 Pro Performance 1st Edition ACC RFK WiRä,313263.1875,21814,Tyskland
VW ID.4 Pro Performance 1st Edition ACC RFK WiRä,313263.1875,21814,Tyskland
VW ID.4 Pro Performance RFK Keyless Navi WiRä,314194.4375,6518,Tyskland
VW ID.4 Pro Performance RFK Keyless Navi WiRä,314194.4375,6518,Tyskland
VW ID.4 Pro Performance Matrix Kamera Navi Sitzhzg DAB Klima,360952.5,18835,Tyskland
VW ID.4 Volkswagen Pro Performance 82 kWh 150 kW Pro,315693.75,25800,Tyskland
VW ID.4 Volkswagen GTX AHK PANO 360 KAMERA WÄRMEP 21,4730750,8900,Tyskland
VW ID.4 Pro Performance Family Pano AHK ACC 21Zoll,324075,31900,Tyskland
VW ID.4 Pure 52 kWh 125 kW Pure mit Infotainm.P. 5 Türen,502204.50000000006,0,Tyskland
VW ID.4 Volkswagen Pro,442343.75,7570,Tyskland
VW ID.4 Pro Performance KAMERALEDNAVI,279281.875,26640,Tyskland
VW ID.4 Volkswagen GTX Navi Pano Kamera LED Design Assistenz S,386934.375,6250,Tyskland
VW ID.4,266058.125,39470,Tyskland
VW ID.4 Pro 1st Edition WÄRMEPUMPE LED AHK 20 NAVI READY2DISCOVER ACC DAB,279375,23000,Tyskland
VW ID.4 Pro Performace AHK 360Kam Keyless IQLight Totwinkel ACC,370795.8125,8980,Tyskland
VW ID.4 Pro 210 kW Move Navi LED ACC El. Heckklappe,502502.5,3,Tyskland
VW ID.4 PURE 125KW 52 kWh NAVIPRO LED PDC DAB,220613.125,30917,Tyskland
VW ID.4 Pro Performance KAMERALEDNAVI,268572.5,26640,Tyskland
VW ID.4 Pro Goal IQMATRIXAHKRCAMNAVACC,530188.5625,0,Tyskland
VW ID.4 Pro 77 kWh 210 kW Goal 5 Türen,521313.75,15,Tyskland
VW ID.4 Pro Performance LED Navi ParkPilot Alu19Hamar 1Gang,269913.5,38486,Tyskland
VW ID.4 Pro Performance AHK Pano Wärmepumpe 360Kam Navi DCC Keyless HuD Fußsensor Carplay,398714.6875,6569,Tyskland
VW ID.4 Pro 286 PS 77 kWh 1GangAutomatik,507996.875,0,Tyskland
VW ID.4 Volkswagen PRO LM20 KAMERA AHK IQ.LIGHT,342234.375,9951,Tyskland
VW ID.4 GTX WÄRMEIQLAHKACCSHZ21NAVIRCAM,405745.625,19500,Tyskland
VW ID.4 Pure NAVI LED ACC PDC SPURH KLIMAA AUT,231415.625,20749,Tyskland
VW ID.4 Pro Performance Matrix AHK NAVI ACC Kamera,379391.25,16207,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance Life,306399.875,27000,Tyskland
VW ID.4 Pro Performance Family AHKNaviCCS,302469.99999999994,70080,Tyskland
VW ID.4 Volkswagen Pure Performance 125 kW IQ.LIGHT Discover Pro,376038.75,6600,Tyskland
VW ID.4 GTX 4M WÄRMEPANOIQLAHKNAVIACCHdUp,395595,19999,Tyskland
VW ID.4 Volkswagen GTX 4Mo. AHK PANO KAMERA inkl. Winterräder,4181312.5,14000,Tyskland
VW ID.4 Pure Performance Navi LED PDC GRA FrontAssist,223285.8125,37631,Tyskland
VW ID.4 GTX 4Motion AHKMatrixAssistDCCWPumpeKamHuD,431215.3125,11453,Tyskland
VW ID.4 PRO LM20 AHK KAMERA NAVI,351546.875,17204,Tyskland
VW ID.4 Pro GOAL 210kW 77kWh Anhängerkupplung20 LM Felgen,522943.4375,0,Tyskland
VW ID.4 Volkswagen PURE NAVIHEAD UPACCSHZPDC,3622562.5,39900,Tyskland
VW ID.4 Pro Performance NAVI AHK PANO LED,384047.5,24215,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,522943.4375,0,Tyskland
VW ID.4 GTX 4MOTION 220 kW IQ.DRIVE Top Sport LED,464600.625,12000,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI PANO AHK LED,4153375,9976,Tyskland
VW ID.4 Volkswagen Pro Performance AHK Navi Matrix Kamera,3715687.5,27600,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAuto,522943.4375,0,Tyskland
VW ID.4 Pro zusätzl.WinterräderAHKLED,507996.875,11,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance 1st Max Matrix KeyGo 360Kam,278909.375,72780,Tyskland
VW ID.4 Pro 77 kWh MOVE Paket KLIMA LED NAVI ALU,486261.5,0,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,519525.75000000006,0,Tyskland
VW ID.4 Pro 77 kWh 1GangAutomatik,554419.6875,0,Tyskland
VW ID.4 Volkswagen Pro Performance Business Matrix Navi ACC WP,269969.375,62000,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,501385,0,Tyskland
VW ID.4 GTX CarPlay Matrix Panorama AHK Sitzhzg.,417945,16044,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAutomatik,520335.9375,0,Tyskland
VW ID.4 Volkswagen PRO UPE65 PANO AHK KAMERA,370078.75,19985,Tyskland
VW ID.4 Pro 77 kWh 1GangAutomatik,486252.1875,0,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,492864.0625,0,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,566470.0625,0,Tyskland
VW ID.4 Pro 1st Max WÄRMEPUMPE PANORAMA AHK HEADUP KEYLESS AREAVIEW,269243,87945,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,522105.3125,0,Tyskland
VW ID.4 Pro 210 kW LEDACCPDC,492864.0625,0,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAuto,520335.9375,0,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,453006.5625,0,Tyskland
VW ID.4 Pro 286PS MOVE AHKINFOTAINMENTPAKET,507996.875,0,Tyskland
VW ID.4 PRO PERFORMANCE WÄRMEPUMPE 82kWh KAMERA AHK,284869.375,56996,Tyskland
VW ID.4 Pure PDC LED Navi AppConnect,230735.8125,22223,Tyskland
VW ID.4 Goal Pro GOAL 77 kWh Automatik,536912.1875,0,Tyskland
VW ID.4 Pure GOAL 170 PS 52 kWh 1GangAutomatik,457802.5,0,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,481493.5,0,Tyskland
VW ID.4 Pro PerformanceNAVISTHZAHKCAMACCUVM,353781.875,19600,Tyskland
VW ID.4 Pro 210 kW 286 PS 77 kWh 1GangAutomatik,492864.0625,0,Tyskland
VW ID.4 Volkswagen Pro Performance 150kw 82kwh 77kwh,539976,34,Tyskland
VW ID.4 Volkswagen Pro GOAL 77 kWh 210 kW AHKAPPNAVLEDACC,499550.43750000006,10,Tyskland
VW ID.4 Pro Performance MATRIXLED ACC NAVI AHK 20 PARKASS KEYLESS SHZ,372034.375,10530,Tyskland
VW ID.4 Volkswagen FIRST EDITION MATRIX WÄRMEPUMPE PANO AHK,316345.625,39686,Tyskland
VW ID.4 Pro Goal ACC KAM el.Heck KeyLess KlimaA,522943.4375,0,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW Scheckheft gepflegt,158303.1875,171000,Tyskland
VW ID.4 Volkswagen Pure 170PS 52kWh 1Gang Automatik SOFORT VERFÜGBAR,4078875,1,Tyskland
VW ID.4 Volkswagen Pro Performance 150kw 82kwh 77kwh,465466.68750000006,15000,Tyskland
VW ID.4 PRO Performance AHKPANOEL.SITZE,399878.75,6000,Tyskland
VW ID.4 Volkswagen 1st Pro Performance 77 kWh Pro,306381.25,39600,Tyskland
VW ID.4 Pro Performance 77 kWh APPCON HEADUP ACC,409284.375,19900,Tyskland
VW ID.4 Volkswagen GTX hAHKMatrixHuDPano36008.28Garantie,4544500,25980,Tyskland
"VW ID.4 Volkswagen Pro GOAL IQ Light , AHK, RFK, NAV",4814562.5,1,Tyskland
VW ID.4 Volkswagen Pure Performance 52 kWh 125 kW Pure Pure,241659.375,35000,Tyskland
VW ID.4 Volkswagen Pro 77 kWh 195 kW 4MOTION Pro mit Navi Pro,388070.5,20400,Tyskland
"VW ID.4 Volkswagen Pro Performance Max 77, ergoA., DCC, Pano.,",287663.125,76000,Tyskland
VW ID.4 PRO UPE65 PANO AHK KAMERA,382185,19985,Tyskland
VW ID.4 Volkswagen Pro Navi Pano AHK DCC IQLED HUD,367750.625,34118,Tyskland
VW ID.4 Pro Performance Navi Matrix ACC Kamera,353688.75,15685,Tyskland
"VW ID.4 PRO PerformanceZINS AB 1,99",302656.25,30400,Tyskland
VW ID.4 Pro,446813.75,19980,Tyskland
VW ID.4 PRO LM20 KAMERA AHK IQ.LIGHT,349684.375,9951,Tyskland
"VW ID.4 Volkswagen Pro Gewerbeleasing Goal, Navi, etc.",3920562.5,1,Tyskland
VW ID.4 Volkswagen Pro Move,451656.25,3000,Tyskland
VW ID.4 Pro MOVE 19 Zoll Discover LED,512913.87500000006,10,Tyskland
"VW ID.4 Volkswagen ProPerformanceJETZT ab 2,74 Zins",356203.125,6325,Tyskland
VW ID.4 Volkswagen GTX 220 kW AWD CCS AHK Navi 25 MwSt.,392894.375,17420,Tyskland
VW ID.4 Pro Perf 21 IQ.LIGHT PANO 360KAMERA WÄRMEP,359835,3217,Tyskland
VW ID.4 PRO LM20 KAMERA AHK IQ.LIGHT,349684.375,9951,Tyskland
VW ID.4 PERFORMANCE CCSACCKAMERALEDNAVIAPPSIT,259632.5,29700,Tyskland
VW ID.4 GTX 4MOTION PANO NAVI ACC LED,395315.625,29698,Tyskland
VW ID.4 Volkswagen Pro Performance KameraLEDACC Sitzheizun,304602.56250000006,73500,Tyskland
VW ID.4 Pro Performance Autom Navi AHK RKamera,314762.5,20708,Tyskland
VW ID.4 Volkswagen 204pk 77 kWh Navi Adap.Cruise Camera 19 Ap,224682.6875,175049,Tyskland
VW ID.4 Volkswagen Pro Perform. 77 kWh 150 kW Pro mit Navi Pro,279365.6875,39800,Tyskland
VW ID.4 PRO LM20 KAMERA AHK IQ.LIGHT,354340.625,9951,Tyskland
VW ID.4 Pro Performance First Edition,306278.8125,42189,Tyskland
VW ID.4 Pro Performance IQ.DriveAHKRear ViewACCLED,431075.625,12813,Tyskland
VW ID.4 Volkswagen Pro AHKACCCarPlayLMel.Heck3xKlimaPDC,359043.4375,20482,Tyskland
VW ID.4 GTX 4x4 PDACH NAVI 9x21 MATRIXLED,341023.75,20000,Tyskland
VW ID.4 Pro Performance AHK PDC LED Navi LaneAssist AppConnect,240048.3125,51608,Tyskland
VW ID.4 Volkswagen Pure Performance,279281.875,10010,Tyskland
VW ID.4 Volkswagen Pro AHKACCMassageCarPlayLMel.HeckPDC,398062.8125,20772,Tyskland
VW ID.4 Volkswagen E21,4004375,8778,Tyskland
VW ID.4 Volkswagen Pro AHKMatrixACCCarPlayLMSportSHZG,360905.9375,21897,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW AHK 360 Matrix,343445,22894,Tyskland
VW ID.4 Pro Performance AHK CAM ACC LM20 NAVI,341377.62500000006,10908,Tyskland
VW ID.4 Pro Performance AHK LED Navi CCS ParkPilot Alu19Hamar 1Gang,315619.25,12706,Tyskland
VW ID.4 Pro GOAL 210 kW 286 PS 77 kWh 1GangAuto,522943.4375,0,Tyskland
VW ID.4 Pro Performance KameraLEDACC Sitzheizung3J. Garantie,304611.875,73500,Tyskland
VW ID.4 Pro Performance AHK NAVI LED ACC,275836.25,33601,Tyskland
VW ID.4 Volkswagen 4MOTION GTX AHKWPDESIGNKOMFORTINFO Klima Navi,428281.875,35000,Tyskland
VW ID.4 Volkswagen Pro Per. 1st Max NaviMatrixWäPuPanoAHK Pro Per,316345.625,26125,Tyskland
VW ID.4 Pro Performance 150 kW,331059.375,8483,Tyskland
VW ID.4 GTX UPE72 LM21 PANO 360,411333.125,29756,Tyskland
VW ID.4 Pro Move LED Navi AHK SHZ ACC CCS,519525.75000000006,10,Tyskland
VW ID.4 PRO MOVE 77 kWh NAV ACC CCS AHK inkl. WR,519451.25,10,Tyskland
VW ID.4 Volkswagen Pro Performance DesignKomfortMatrix20Wärmep,334318.75,16760,Tyskland
VW ID.4 Pure GOAL 52 kWh Design Paket Klima Navi,436085.75000000006,0,Tyskland
VW ID.4 Volkswagen Pro Navi AHK IQLED ACC SHZ,344469.375,24735,Tyskland
"VW ID.4 Pure, Navi, APP, Allwetter, EPH, CCS",230018.75,22727,Tyskland
VW ID.4 MAX PRO PERFORMANCE MATRIX PANO LM21 AHK,373803.75,26000,Tyskland
VW ID.4 Basis Pro Performance 150 kW 204 PS 77 kWh 1GangAutomatik,493143.4375,5000,Tyskland
VW ID.4 Pro Perf 21 IQ.LIGHT PANO 360KAMERA WÄRMEP,359835,3217,Tyskland
VW ID.4 Volkswagen PRO PERFORMANCE LM19 KAMERA IQ.LIGHT NAVI,269596.875,56376,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kWNAVIAHKLEDVIRTUAL,246688.125,62232,Tyskland
VW ID.4 Volkswagen Pure ACC Leichtmetallfelgen Ganzjahresreifen,2821687.5,38329,Tyskland
VW ID.4 Pro Performance NAVI LED PDC AUT,254696.875,27357,Tyskland
VW ID.4 Pure PerformanceMATRIXACCRFKAPPNAVPDC,340092.5,6500,Tyskland
VW ID.4 Volkswagen Pro Performance 150 kW 77kWh,250971.875,51070,Tyskland
VW ID.4 Volkswagen Pro LM19 AHK WÄRMEPUMPE NAVIPRO ACC SITZHZ,259632.5,49850,Tyskland
VW ID.4 Pro 210 kW Goal AHK,521313.75,15,Tyskland
VW ID.4 Volkswagen 220 kW GTX HUD Pano Wärmep. 360 SOFORT,453332.5,2445,Tyskland
VW ID.4 Pro Performance 1st Edition AHKLEDKameraACC,304798.12499999994,53590,Tyskland
VW ID.4 emotor ACCNaviLEDClimatr19,492864.0625,11,Tyskland
VW ID.4 Volkswagen Family 15077 AHK Pano,195553.18750000003,146126,Tyskland
"VW ID.4 Volkswagen Pro Performance 15077 341,ohne Anzahlung",288212.5625,37067,Tyskland
VW ID.4 Volkswagen Pure Performance 125 kW Navi LED PDC Alu,206644.375,68278,Tyskland
VW ID.4 Volkswagen Pro Performance NAVI LED ACC AHK,344935,15748,Tyskland
VW ID.4 Volkswagen Pro Performance CCSAHKKAMERAMATRIXACC,3091750,8703,Tyskland
VW ID.4 Volkswagen Family 77 kWh 150 kWN085PZ,216897.4375,172959,Tyskland
VW ID.4 PURE 52 kWh 148 PS NAVILEDKEYLESSPDC,226293.75,32960,Tyskland
VW ID.4 Volkswagen 150 kW Pro Performance 1st Edition 77 kWh,287756.25,17600,Tyskland
"VW ID.4 Pro Performance AHK, Wärmepumpe, WWV",368588.75,46140,Tyskland
VW ID.4 Volkswagen Pro Performance Fahrschulfahrzeug,409275.0625,20011,Tyskland
VW ID.4 Volkswagen GTX 4M HuDACCIQ.LIGHTArea ViewSHZ,408725.625,21566,Tyskland
VW ID.4 Pure NAVI LED ACC PDC SPURH AUT,229553.125,20039,Tyskland
